row_index,ID,Tool,missing_rate,zero_rate,y_true,global_pred,residual_pred,corrected_pred,global_residual,corrected_residual,global_absolute_error,corrected_absolute_error,absolute_error_change,improved
188,NH1179,N,0.045319465081723624,0.03268945022288262,2.7739959431808336,2.948679208755493,0.006520915776491165,2.9506354834884405,-0.17468326557465952,-0.17663954030760687,0.17468326557465952,0.17663954030760687,-0.0019562747329473495,False
189,NH1182,M,0.029717682020802376,0.05274888558692422,2.8417227840908326,2.8374552726745605,0.04536568373441696,2.8510649777948855,0.0042675114162720185,-0.009342193704052981,0.0042675114162720185,0.009342193704052981,-0.005074682287780963,False
190,NH1183,M,0.030832095096582468,0.046805349182763745,3.3534207499999997,3.195228099822998,0.11047491431236267,3.228370574116707,0.15819265017700168,0.1250501758832927,0.15819265017700168,0.1250501758832927,0.03314247429370898,True
191,NH1184,M,0.031575037147102525,0.04977711738484398,3.0837863863637507,2.9876554012298584,0.05992096662521362,3.0056316912174226,0.09613098513389229,0.07815469514632811,0.09613098513389229,0.07815469514632811,0.017976289987564176,True
192,NH1185,M,0.029346210995542348,0.04940564635958395,3.0111420492420833,2.9576942920684814,0.06915644556283951,2.9784412257373334,0.05344775717360184,0.0327008235047499,0.05344775717360184,0.0327008235047499,0.02074693366885194,True
193,NH1186,L,0.02897473997028232,0.041976225854383355,3.1685883068179166,2.9988927841186523,0.061706770211458206,3.01740481518209,0.16969552269926425,0.15118349163582678,0.16969552269926425,0.15118349163582678,0.018512031063437462,True
194,NH1187,N,0.0007429420505200594,0.03714710252600297,2.7213495416662496,2.652254343032837,-0.054553333669900894,2.6358883429318665,0.06909519863341274,0.08546119873438318,0.06909519863341274,0.08546119873438318,-0.016366000100970446,False
195,NH1188,N,0.0003714710252600297,0.03937592867756315,2.6928653446966666,2.747342348098755,-0.014201649464666843,2.743081853259355,-0.054477003402088275,-0.05021650856268822,0.054477003402088275,0.05021650856268822,0.004260494839400053,True
196,NH1189,N,0.001114413075780089,0.03863298662704309,2.6151665757570832,2.6805527210235596,-0.015286027453839779,2.6759669127874077,-0.06538614526647635,-0.0608003370303245,0.06538614526647635,0.0608003370303245,0.004585808236151845,True
197,NH1190,M,0.001114413075780089,0.0475482912332838,2.93180026515125,2.905277967453003,0.025067929178476334,2.9127983462065457,0.026522297698246877,0.019001918944704155,0.026522297698246877,0.019001918944704155,0.0075203787535427224,True
198,NH1193,M,0.029346210995542348,0.05386329866270431,2.980213986741667,2.889587640762329,0.01442539133131504,2.893915258161724,0.09062634597933794,0.08629872857994325,0.09062634597933794,0.08629872857994325,0.00432761739939469,True
199,NH1194,L,0.030089153046062408,0.04420505200594354,2.8314966515154163,2.8968677520751953,0.04602401331067085,2.9106749560683967,-0.06537110055977902,-0.07917830455298036,0.06537110055977902,0.07917830455298036,-0.013807203993201345,False
200,NH1195,M,0.02897473997028232,0.046805349182763745,2.7425498750008326,2.6950137615203857,0.017398815602064133,2.700233406201005,0.04753611348044684,0.04231646879982742,0.04753611348044684,0.04231646879982742,0.0052196446806194174,True
201,NH1200,L,0.045319465081723624,0.03789004457652303,2.57877350000125,2.754892587661743,-0.007273574825376272,2.7527105152141305,-0.176119087660493,-0.1739370152128803,0.176119087660493,0.1739370152128803,0.002182072447612704,True
202,NH1201,N,0.044947994056463596,0.03566121842496285,2.749707674242501,2.789945363998413,0.03675492852926254,2.8009718425571917,-0.04023768975591224,-0.05126416831469083,0.04023768975591224,0.05126416831469083,-0.011026478558778585,False
203,NH1202,N,0.0007429420505200594,0.04717682020802377,2.629675180343189,2.634854793548584,0.05021609738469124,2.649919622763991,-0.005179613205394951,-0.020244442420802145,0.005179613205394951,0.020244442420802145,-0.015064829215407194,False
204,NH1203,M,0.0003714710252600297,0.04977711738484398,2.5988320479797227,2.6759796142578125,0.024986835196614265,2.683475664816797,-0.07714756627808983,-0.08464361683707411,0.07714756627808983,0.08464361683707411,-0.00749605055898428,False
205,NH1204,L,0.0003714710252600297,0.04791976225854384,2.3574198009824325,2.723811626434326,-0.03758765384554863,2.7125353302806614,-0.36639182545189364,-0.35511552929822887,0.36639182545189364,0.35511552929822887,0.011276296153664767,True
206,NH1205,N,0.0007429420505200594,0.04940564635958395,2.572338515151667,2.679780960083008,0.026297857984900475,2.687670317478478,-0.10744244493134092,-0.11533180232681106,0.10744244493134092,0.11533180232681106,-0.007889357395470142,False
207,NH1206,L,0.0003714710252600297,0.046433878157503716,2.687268465907917,2.5820870399475098,-0.03744036331772804,2.5708549309521915,0.10518142596040736,0.1164135349557256,0.10518142596040736,0.1164135349557256,-0.011232108995318235,False
208,NH1207,M,0.0003714710252600297,0.05089153046062407,2.6291659810591668,2.731431007385254,0.04039779305458069,2.743550345301628,-0.10226502632608714,-0.11438436424246134,0.10226502632608714,0.11438436424246134,-0.012119337916374207,False
209,NH1219,M,0.046433878157503716,0.041976225854383355,2.9587360151520823,2.9590559005737305,0.031876932829618454,2.968618980422616,-0.00031988542164818057,-0.009882965270533894,0.00031988542164818057,0.009882965270533894,-0.009563079848885714,False
210,NH1220,L,0.0007429420505200594,0.04309063893016345,2.9672830025250003,2.9750375747680664,0.048489559441804886,2.989584442600608,-0.007754572243066082,-0.022301440075607637,0.007754572243066082,0.022301440075607637,-0.014546867832541555,False
211,NH1221,N,0.0007429420505200594,0.041604754829123326,2.643035222221944,2.746278762817383,0.01399985607713461,2.7504787196405234,-0.10324354059543861,-0.10744349741857917,0.10324354059543861,0.10744349741857917,-0.00419995682314056,False
212,NH1222,M,0.0014858841010401188,0.044947994056463596,3.0194293863636106,2.905447006225586,0.045481741428375244,2.9190915286540986,0.11398238013802464,0.10033785770951198,0.11398238013802464,0.10033785770951198,0.013644522428512662,True
213,NH1223,L,0.0003714710252600297,0.05163447251114413,3.0404031515145826,2.939936399459839,-0.0069381678476929665,2.937854949105531,0.10046675205474376,0.10254820240905183,0.10046675205474376,0.10254820240905183,-0.0020814503543080676,False
214,NH1225,L,0.0014858841010401188,0.05237741456166419,2.8717347196962506,2.840339422225952,0.03271879628300667,2.850155061110854,0.031395297470298456,0.021579658585396455,0.031395297470298456,0.021579658585396455,0.009815638884902,True
215,NH1226,N,0.0007429420505200594,0.03900445765230312,2.5619430681829165,2.640617847442627,-0.05192568525671959,2.625040141865611,-0.07867477925971045,-0.06309707368269457,0.07867477925971045,0.06309707368269457,0.015577705577015877,True
216,NH1227,L,0.0007429420505200594,0.04977711738484398,2.976135439395,2.9530723094940186,-0.043534234166145325,2.940012039244175,0.023063129900981583,0.03612340015082527,0.023063129900981583,0.03612340015082527,-0.013060270249843686,False
217,NH1228,N,0.0003714710252600297,0.037518573551263,2.5142494621208336,2.6492319107055664,-0.007469351403415203,2.646991105284542,-0.13498244858473285,-0.1327416431637083,0.13498244858473285,0.1327416431637083,0.002240805421024561,True
218,NH1229,N,0.0018573551263001485,0.04569093610698365,3.0191763598487498,2.9792871475219727,-0.03158605098724365,2.9698113322257997,0.03988921232677711,0.04936502762295003,0.03988921232677711,0.04936502762295003,-0.009475815296172918,False
219,NH1231,M,0.0014858841010401188,0.046805349182763745,2.6904530774407402,2.8698618412017822,0.03654089197516441,2.8808241087943314,-0.17940876376104198,-0.19037103135359112,0.17940876376104198,0.19037103135359112,-0.010962267592549146,False
220,NH1236,N,0.0,0.03789004457652303,2.8226209318179167,2.8263752460479736,0.04065719619393349,2.8385724049061536,-0.003754314230056899,-0.015951473088236856,0.003754314230056899,0.015951473088236856,-0.012197158858179957,False
221,NH1237,M,0.0007429420505200594,0.056835066864784546,2.6849211477270836,2.6002392768859863,-0.0735824927687645,2.578164529055357,0.08468187084109724,0.10675661867172659,0.08468187084109724,0.10675661867172659,-0.02207474783062935,False
222,NH1239,N,0.001114413075780089,0.046805349182763745,2.676292512626111,2.78535795211792,0.015162034891545773,2.789906562585384,-0.10906543949180891,-0.11361404995927282,0.10906543949180891,0.11361404995927282,-0.004548610467463909,False
223,NH1240,M,0.0,0.046805349182763745,3.0709346388886116,3.020176887512207,0.046909306198358536,3.0342496793717144,0.05075775137640459,0.03668495951689721,0.05075775137640459,0.03668495951689721,0.014072791859507383,True
224,NH1241,N,0.0003714710252600297,0.044947994056463596,2.9817649848483327,2.9434025287628174,-0.013489244505763054,2.9393557554110883,0.03836245608551536,0.042409229437244456,0.03836245608551536,0.042409229437244456,-0.004046773351729094,False
225,NH1242,M,0.0007429420505200594,0.04977711738484398,3.08223808712125,2.92152738571167,0.07019588351249695,2.942586150765419,0.1607107014095801,0.13965193635583084,0.1607107014095801,0.13965193635583084,0.021058765053749262,True
226,NH1243,L,0.0014858841010401188,0.038261515601783064,2.6136988535347228,2.5730514526367188,-0.06878583878278732,2.5524157010018826,0.040647400898004005,0.06128315253284011,0.040647400898004005,0.06128315253284011,-0.020635751634836108,False
227,NH1244,L,0.0014858841010401188,0.04011887072808321,2.6863285833333332,2.758870840072632,-0.018890639767050743,2.7532036481425166,-0.0725422567392986,-0.06687506480918337,0.0725422567392986,0.06687506480918337,0.005667191930115223,True
228,NH1245,M,0.002228826151560178,0.05274888558692422,2.769121068182084,2.719834327697754,-0.011178488843142986,2.716480781044811,0.04928674048433024,0.05264028713727331,0.04928674048433024,0.05264028713727331,-0.0033535466529430735,False
229,NH1246,N,0.0,0.03677563150074294,2.3859403901512497,2.4669864177703857,0.009294118732213974,2.4697746533900498,-0.08104602761913604,-0.08383426323880006,0.08104602761913604,0.08383426323880006,-0.0027882356196640146,False
230,NH1247,N,0.0,0.036404160475482915,2.536356874999166,2.5481691360473633,-0.042690131813287735,2.535362096503377,-0.011812261048197215,0.000994778495789106,0.011812261048197215,0.000994778495789106,0.010817482552408109,True
231,NH1248,L,0.0003714710252600297,0.04606240713224369,2.837624732323611,2.890141248703003,-0.00017210672376677394,2.8900896166858727,-0.05251651637939192,-0.05246488436226171,0.05251651637939192,0.05246488436226171,5.163201713020982e-05,True
232,NH1249,N,0.0003714710252600297,0.04457652303120357,2.5249590732322225,2.7228007316589355,-0.017395177856087685,2.7175821783021092,-0.19784165842671309,-0.19262310506988678,0.19784165842671309,0.19262310506988678,0.005218553356826305,True
233,NH1250,M,0.002228826151560178,0.04903417533432392,2.5162415555561113,2.6089630126953125,-0.03031926043331623,2.5998672345653175,-0.09272145713920121,-0.08362567900920626,0.09272145713920121,0.08362567900920626,0.009095778129994958,True
234,NH1252,L,0.029717682020802376,0.033432392273402674,3.126440696969666,3.023036003112793,-0.015176026150584221,3.018483195267618,0.10340469385687312,0.10795750170204821,0.10340469385687312,0.10795750170204821,-0.004552807845175089,False
235,NH1253,N,0.11181277860326895,0.034918276374442794,2.8340224621213883,2.7623472213745117,0.01863059401512146,2.7679363995790482,0.07167524074687659,0.06608606254234006,0.07167524074687659,0.06608606254234006,0.005589178204536527,True
236,NH1254,M,0.0014858841010401188,0.04903417533432392,3.004899825757777,3.0263376235961914,0.055486973375082016,3.042983715608716,-0.021437797838414596,-0.03808388985093902,0.021437797838414596,0.03808388985093902,-0.016646092012524427,False
237,NH1255,L,0.0003714710252600297,0.04049034175334324,2.7242681792936114,2.744917392730713,-0.054240670055150986,2.7286451917141674,-0.020649213437101466,-0.004377012420555992,0.020649213437101466,0.004377012420555992,0.016272201016545473,True
238,NH1256,M,0.0007429420505200594,0.04791976225854384,2.8328890353527774,2.8617513179779053,0.03421831503510475,2.872016812488437,-0.02886228262512791,-0.039127777135659514,0.02886228262512791,0.039127777135659514,-0.010265494510531603,False
239,NH1257,M,0.0007429420505200594,0.04791976225854384,2.831951083332778,2.7171993255615234,0.0024366341531276703,2.717930315807462,0.11475175777125468,0.1140207675253162,0.11475175777125468,0.1140207675253162,0.0007309902459384787,True
240,NH1258,L,0.0003714710252600297,0.03231797919762259,2.654602325757222,2.605862617492676,-0.05871155485510826,2.5882491510361434,0.04873970826454643,0.06635317472107882,0.04873970826454643,0.06635317472107882,-0.01761346645653239,False
241,NH1259,N,0.0003714710252600297,0.03900445765230312,3.1357789444447226,2.9396674633026123,0.05423861742019653,2.955939048528671,0.1961114811421103,0.17983989591605143,0.1961114811421103,0.17983989591605143,0.01627158522605887,True
242,NH1260,N,0.0007429420505200594,0.0475482912332838,2.6399200227275,2.7072227001190186,0.0169666800647974,2.7123127041384576,-0.06730267739151863,-0.07239268141095767,0.06730267739151863,0.07239268141095767,-0.005090004019439043,False
243,NH1261,N,0.0018573551263001485,0.041604754829123326,2.472241170454583,2.4938933849334717,0.003957304172217846,2.495080576185137,-0.021652214478888876,-0.02283940573055432,0.021652214478888876,0.02283940573055432,-0.0011871912516654426,False
244,NH1262,N,0.0018573551263001485,0.046805349182763745,2.4691630643929168,2.514375925064087,-0.09950043261051178,2.484525795280933,-0.04521286067117014,-0.01536273088801643,0.04521286067117014,0.01536273088801643,0.02985012978315371,True
245,NH1263,N,0.0003714710252600297,0.04420505200594354,2.296183890152083,2.4343948364257812,-0.08668699860572815,2.4083887368440626,-0.13821094627369845,-0.11220484669197983,0.13821094627369845,0.11220484669197983,0.026006099581718622,True
246,NH1264,N,0.002228826151560178,0.03974739970282318,2.4585983143933334,2.4594063758850098,-0.16637413203716278,2.409494136273861,-0.0008080614916763373,0.04910417811947232,0.0008080614916763373,0.04910417811947232,-0.04829611662779598,False
247,NH1265,N,0.0018573551263001485,0.048291233283803865,2.7016733560620825,2.6432464122772217,-0.13289430737495422,2.6033781200647352,0.058426943784860796,0.09829523599734724,0.058426943784860796,0.09829523599734724,-0.039868292212486445,False
248,NH1266,N,0.0003714710252600297,0.04309063893016345,2.468450204545833,2.529820203781128,-0.11167125403881073,2.4963188275694845,-0.06136999923529496,-0.027868623023651562,0.06136999923529496,0.027868623023651562,0.0335013762116434,True
249,NH1267,N,0.0007429420505200594,0.04234769687964339,2.5241426553024997,2.5631396770477295,-0.018300743773579597,2.557649453915656,-0.03899702174522979,-0.033506798613156086,0.03899702174522979,0.033506798613156086,0.005490223132073702,True
250,NH1268,N,0.0007429420505200594,0.050148588410104014,2.5759929696966672,2.544262647628784,-0.019650625064969063,2.5383674601092934,0.031730322067883066,0.03762550958737387,0.031730322067883066,0.03762550958737387,-0.005895187519490808,False
251,NH1269,N,0.0003714710252600297,0.043833580980683504,2.5378497500000003,2.6001250743865967,0.007284942083060741,2.602310557011515,-0.06227532438659633,-0.06446080701151446,0.06227532438659633,0.06446080701151446,-0.0021854826249181336,False
252,NH1271,N,0.0007429420505200594,0.048291233283803865,2.506554670455417,2.4910264015197754,-0.01986299455165863,2.4850675031542777,0.01552826893564152,0.0214871673011392,0.01552826893564152,0.0214871673011392,-0.005958898365497678,False
253,NH1272,M,0.0007429420505200594,0.05609212481426449,2.941386454545417,2.704188823699951,0.006702834274619818,2.7061996739823373,0.23719763084546575,0.23518678056307962,0.23719763084546575,0.23518678056307962,0.002010850282386123,True
254,NH1273,M,0.0007429420505200594,0.05572065378900446,2.850796257575001,2.940592050552368,0.06562577933073044,2.960279784351587,-0.08979579297736695,-0.1094835267765859,0.08979579297736695,0.1094835267765859,-0.019687733799218954,False
255,NH1277,M,0.0007429420505200594,0.04977711738484398,2.7712728068183337,2.9595112800598145,-0.04339662194252014,2.9464922934770583,-0.1882384732414808,-0.17521948665872467,0.1882384732414808,0.17521948665872467,0.013018986582756131,True
256,NH1278,N,0.001114413075780089,0.048662704309063894,2.7603419734845835,2.7415828704833984,0.049319732934236526,2.7563787903636694,0.018759103001185107,0.003963183120914149,0.018759103001185107,0.003963183120914149,0.014795919880270958,True
257,NH1279,L,0.0003714710252600297,0.03714710252600297,2.854402593433611,2.921323776245117,-0.052213918417692184,2.9056596007198094,-0.06692118281150616,-0.05125700728619842,0.06692118281150616,0.05125700728619842,0.015664175525307744,True
258,NH1280,N,0.002600297176820208,0.037518573551263,2.643564111111388,2.6977760791778564,-0.024766188114881516,2.690346222743392,-0.05421196806646833,-0.046782111632003964,0.05421196806646833,0.046782111632003964,0.007429856434464366,True
259,NH1281,M,0.0014858841010401188,0.050148588410104014,2.4853121843427775,2.615065097808838,-0.001717748586088419,2.614549773233011,-0.12975291346606044,-0.12923758889023373,0.12975291346606044,0.12923758889023373,0.0005153245758267033,True
260,NH1282,N,0.0018573551263001485,0.04271916790490342,2.623553575758333,2.5625762939453125,-0.006668895483016968,2.5605756253004075,0.06097728181302031,0.06297795045792531,0.06097728181302031,0.06297795045792531,-0.0020006686449050015,False
261,NH1283,N,0.0003714710252600297,0.04903417533432392,2.453483984847917,2.4984240531921387,-0.07035147398710251,2.477318610996008,-0.04494006834422182,-0.023834626148091065,0.04494006834422182,0.023834626148091065,0.021105442196130753,True
262,NH1284,N,0.0003714710252600297,0.03603268945022288,2.4937691704554164,2.5342800617218018,-0.03996153920888901,2.522291599959135,-0.04051089126638541,-0.028522429503718527,0.04051089126638541,0.028522429503718527,0.01198846176266688,True
263,NH1285,N,0.0014858841010401188,0.05200594353640416,2.531765268939167,2.5877599716186523,-0.024136478081345558,2.5805190281942485,-0.055994702679485364,-0.04875375925508152,0.055994702679485364,0.04875375925508152,0.007240943424403845,True
264,NH1286,N,0.001114413075780089,0.0412332838038633,2.569353840909167,2.5420429706573486,-0.009945586323738098,2.5390592947602273,0.027310870251818553,0.030294546148939894,0.027310870251818553,0.030294546148939894,-0.0029836758971213406,False
265,NH1287,N,0.0007429420505200594,0.03937592867756315,2.4672966704549997,2.5123190879821777,-0.04432949423789978,2.499020239710808,-0.04502241752717806,-0.031723569255808215,0.04502241752717806,0.031723569255808215,0.013298848271369845,True
266,NH1288,M,0.02786032689450223,0.048291233283803865,2.745617397727917,2.6735622882843018,0.039281465113162994,2.6853467278182506,0.07205510944361526,0.06027066990966645,0.07205510944361526,0.06027066990966645,0.01178443953394881,True
267,NH1289,L,0.02711738484398217,0.0475482912332838,2.8609133787891667,2.7813620567321777,-0.07481460273265839,2.75891767591238,0.079551322056989,0.10199570287678661,0.079551322056989,0.10199570287678661,-0.022444380819797605,False
268,NH1290,L,0.02711738484398217,0.04271916790490342,2.6928882613641667,2.6334025859832764,-0.008096695877611637,2.6309735772199927,0.059485675380890335,0.061914684144174004,0.059485675380890335,0.061914684144174004,-0.0024290087632836688,False
269,NH1291,M,0.029346210995542348,0.05163447251114413,2.8228221780299996,2.5777766704559326,-0.021136723458766937,2.5714356534183027,0.24504550757406696,0.25138652461169686,0.24504550757406696,0.25138652461169686,-0.0063410170376299035,False
270,NH1292,N,0.0014858841010401188,0.04049034175334324,2.6127516944444453,2.538569450378418,-0.01246961485594511,2.5348285659216345,0.07418224406602736,0.0779231285228108,0.07418224406602736,0.0779231285228108,-0.0037408844567834443,False
271,NH1293,M,0.0007429420505200594,0.0512630014858841,2.493363959596666,2.5618467330932617,0.0033556008711457253,2.5628534133546053,-0.0684827734965956,-0.06948945375793913,0.0684827734965956,0.06948945375793913,-0.00100668026134354,False
272,NH1294,L,0.0003714710252600297,0.04234769687964339,2.7839180277775006,2.822502613067627,-0.07119893282651901,2.8011429332196713,-0.038584585290126316,-0.0172249054421707,0.038584585290126316,0.0172249054421707,0.021359679847955615,True
273,NH1295,N,0.0007429420505200594,0.03789004457652303,2.5581307499999992,2.494202136993408,0.011775595135986805,2.497734815534204,0.06392861300659103,0.060395934465795165,0.06392861300659103,0.060395934465795165,0.003532678540795864,True
274,NH1296,N,0.0007429420505200594,0.03603268945022288,2.6449486590916664,2.6190414428710938,0.020454484969377518,2.625177788361907,0.025907216220572682,0.01977087072975925,0.025907216220572682,0.01977087072975925,0.006136345490813433,True
275,NH1297,M,0.0007429420505200594,0.046805349182763745,2.486670829545,2.6211893558502197,-0.06526229530572891,2.601610667258501,-0.13451852630521977,-0.11493983771350091,0.13451852630521977,0.11493983771350091,0.01957868859171885,True
276,NH1298,N,0.002600297176820208,0.030832095096582468,2.6032306893933335,2.513662099838257,0.0011474211933091283,2.5140063261962498,0.08956858955507663,0.08922436319708371,0.08956858955507663,0.08922436319708371,0.0003442263579929161,True
277,NH1299,M,0.0003714710252600297,0.048291233283803865,2.55315451894,2.525977373123169,-0.02373376302421093,2.518857244215906,0.02717714581683106,0.03429727472409416,0.02717714581683106,0.03429727472409416,-0.007120128907263101,False
278,NH1300,M,0.0007429420505200594,0.03937592867756315,2.615341871212083,2.5492727756500244,-0.04676856845617294,2.5352422051131724,0.06606909556205842,0.0800996660989104,0.06606909556205842,0.0800996660989104,-0.014030570536851972,False
279,NH1301,L,0.001114413075780089,0.04086181277860327,2.7468906780295828,2.796931266784668,-0.0022987371776252985,2.7962416456313806,-0.050040588755085214,-0.0493509676017978,0.050040588755085214,0.0493509676017978,0.0006896211532874119,True
280,NH1302,N,0.0,0.03789004457652303,3.014583128788751,2.7753539085388184,-0.0507907010614872,2.760116698220372,0.23922922024993243,0.2544664305683786,0.23922922024993243,0.2544664305683786,-0.01523721031844616,False
281,NH1303,N,0.02897473997028232,0.03900445765230312,2.4516604166666665,2.527294635772705,-0.04986584186553955,2.512334883213043,-0.07563421910603862,-0.06067446654637676,0.07563421910603862,0.06067446654637676,0.014959752559661865,True
282,NH1306,N,0.0,0.03789004457652303,2.5635624797980565,2.579281806945801,-0.01922736130654812,2.5735135985538364,-0.015719327147744266,-0.00995111875577992,0.015719327147744266,0.00995111875577992,0.005768208391964347,True
283,NH1309,N,0.001114413075780089,0.04049034175334324,2.57859885606,2.6388251781463623,-0.010642887093126774,2.635632312018424,-0.06022632208636214,-0.05703345595842402,0.06022632208636214,0.05703345595842402,0.003192866127938121,True
284,NH1310,N,0.0003714710252600297,0.03789004457652303,2.8150244583333346,2.75943660736084,0.05087302625179291,2.774698515236378,0.055587850972494746,0.040325943096956696,0.055587850972494746,0.040325943096956696,0.01526190787553805,True
285,NH1311,N,0.04420505200594354,0.03789004457652303,2.6374902689395836,2.604344367980957,-0.029240179806947708,2.595572314038873,0.03314590095862657,0.04191795490071071,0.03314590095862657,0.04191795490071071,-0.008772053942084135,False
286,NH1312,N,0.002228826151560178,0.03863298662704309,2.9368905568179167,2.8659071922302246,0.013819146901369095,2.8700529363006355,0.07098336458769205,0.06683762051728115,0.07098336458769205,0.06683762051728115,0.004145744070410906,True
287,NH1314,N,0.045319465081723624,0.04011887072808321,2.688623280302917,2.651379346847534,-0.028299402445554733,2.642889526113868,0.037243933455382905,0.045733754189049236,0.037243933455382905,0.045733754189049236,-0.008489820733666331,False
288,NH1316,M,0.0003714710252600297,0.056835066864784546,2.5534413068183337,2.689985752105713,-0.030591748654842377,2.68080822750926,-0.1365444452873792,-0.12736692069092648,0.1365444452873792,0.12736692069092648,0.009177524596452713,True
289,NH1317,M,0.0,0.057206537890044575,2.550327037878333,2.5035340785980225,-0.06769885122776031,2.4832244232296943,0.046792959280310686,0.06710261464863887,0.046792959280310686,0.06710261464863887,-0.020309655368328183,False
290,NH1318,M,0.001114413075780089,0.05460624071322437,2.7490894924241664,2.6736342906951904,0.008496519178152084,2.676183246448636,0.07545520172897602,0.0729062459755303,0.07545520172897602,0.0729062459755303,0.002548955753445714,True
291,NH1319,N,0.0014858841010401188,0.043833580980683504,2.64879105681875,2.737218141555786,0.0008751917630434036,2.737480699084699,-0.08842708473703631,-0.08868964226594933,0.08842708473703631,0.08868964226594933,-0.0002625575289130211,False
292,NH1321,M,0.0003714710252600297,0.04234769687964339,2.472396916666667,2.7664794921875,-0.031089603900909424,2.757152611017227,-0.29408257552083317,-0.28475569435056025,0.29408257552083317,0.28475569435056025,0.009326881170272916,True
293,NH1322,L,0.0007429420505200594,0.0475482912332838,2.8165363030316675,2.804924249649048,0.013161824084818363,2.8088727968744935,0.011612053382619614,0.007663506157173927,0.011612053382619614,0.007663506157173927,0.003948547225445687,True
294,NH1322,L,0.0007429420505200594,0.0475482912332838,2.8165363030316675,2.823011875152588,0.008048401214182377,2.8254263955168426,-0.006475572120920425,-0.008890092485175138,0.006475572120920425,0.008890092485175138,-0.002414520364254713,False
295,NH1323,N,0.001114413075780089,0.041976225854383355,2.5266099848475,2.5613200664520264,-0.026454977691173553,2.553383573144674,-0.034710081604526266,-0.026773588297174022,0.034710081604526266,0.026773588297174022,0.007936493307352244,True
296,NH1323,N,0.001114413075780089,0.041976225854383355,2.5266099848475,2.563215970993042,-0.027874238789081573,2.5548536993563173,-0.03660598614554189,-0.02824371450881724,0.03660598614554189,0.02824371450881724,0.00836227163672465,True
297,NH1324,M,0.0014858841010401188,0.04977711738484398,2.9338776060612504,2.930755615234375,-0.008724130690097809,2.928138376027346,0.003121990826875365,0.00573923003390453,0.003121990826875365,0.00573923003390453,-0.002617239207029165,False
298,NH1324,M,0.0018573551263001485,0.04977711738484398,2.9338776060612504,2.9255003929138184,0.05096163600683212,2.940788883715868,0.008377213147432006,-0.006911277654617631,0.008377213147432006,0.006911277654617631,0.0014659354928143742,True
299,NH1325,L,0.001114413075780089,0.038261515601783064,2.6817118977270833,2.508490562438965,-0.0636742115020752,2.4893882989883425,0.17322133528811845,0.19232359873874083,0.17322133528811845,0.19232359873874083,-0.01910226345062238,False
300,NH1326,M,0.0007429420505200594,0.0475482912332838,2.5767791515150003,2.588778257369995,0.03411972150206566,2.5990141738206147,-0.011999105854994863,-0.02223502230561447,0.011999105854994863,0.02223502230561447,-0.010235916450619609,False
301,NH1327,L,0.0007429420505200594,0.03789004457652303,2.477386280302916,2.683955669403076,0.018301157280802727,2.689446016587317,-0.2065693891001601,-0.212059736284401,0.2065693891001601,0.212059736284401,-0.005490347184240907,False
302,NH1328,M,0.0014858841010401188,0.04940564635958395,2.4199650151525,2.6033222675323486,-0.04718245193362236,2.589167531952262,-0.18335725237984857,-0.16920251679976195,0.18335725237984857,0.16920251679976195,0.01415473558008662,True
303,NH1329,L,0.02674591381872214,0.04271916790490342,2.662665681819167,2.6089582443237305,-0.013591907918453217,2.6048806719481945,0.053707437495436494,0.05778500987097246,0.053707437495436494,0.05778500987097246,-0.004077572375535965,False
304,NH1330,N,0.029346210995542348,0.04606240713224369,2.744171212121249,2.703457832336426,0.01285218633711338,2.70731348823756,0.04071337978482337,0.03685772388368935,0.04071337978482337,0.03685772388368935,0.003855655901134014,True
305,NH1331,N,0.0014858841010401188,0.0412332838038633,2.491312761364167,2.5932106971740723,-0.01478540152311325,2.5887750767171385,-0.10189793580990525,-0.09746231535297145,0.10189793580990525,0.09746231535297145,0.004435620456933798,True
306,NH1334,N,0.0014858841010401188,0.04234769687964339,2.5767567424237505,2.5835208892822266,-0.043657124042510986,2.5704237520694733,-0.006764146858476039,0.006332990354277257,0.006764146858476039,0.006332990354277257,0.00043115650419878193,True
307,NH1335,N,0.003714710252600297,0.044947994056463596,3.0797070101005546,2.791261911392212,0.059788137674331665,2.8091983526945112,0.2884450987083427,0.27050865740604335,0.2884450987083427,0.27050865740604335,0.017936441302299322,True
308,NH1336,M,0.001114413075780089,0.04606240713224369,2.6871744873736114,2.5956897735595703,-0.01865285262465477,2.590093917772174,0.09148471381404111,0.09708056960143763,0.09148471381404111,0.09708056960143763,-0.00559585578739652,False
309,NH1337,L,0.001114413075780089,0.03789004457652303,2.9226101060613896,2.902928590774536,0.05402649566531181,2.9191365394741298,0.019681515286853468,0.0034735665872598354,0.019681515286853468,0.0034735665872598354,0.016207948699593633,True
310,NH1338,M,0.045319465081723624,0.043833580980683504,2.9221314431825003,2.7812108993530273,0.02038886956870556,2.787327560223639,0.14092054382947294,0.13480388295886137,0.14092054382947294,0.13480388295886137,0.006116660870611579,True
311,NH1339,N,0.0018573551263001485,0.04271916790490342,2.6399382676763885,2.6281566619873047,0.001595181878656149,2.6286352165509017,0.011781605689083818,0.011303051125486796,0.011781605689083818,0.011303051125486796,0.0004785545635970223,True
312,NH1340,M,0.0003714710252600297,0.05163447251114413,2.7187097020208335,2.6821417808532715,0.006984000559896231,2.6842369810212405,0.03656792116756202,0.034472720999592976,0.03656792116756202,0.034472720999592976,0.002095200167969047,True
