row_index,ID,Tool,missing_rate,zero_rate,y_true,y_pred,residual,absolute_residual,squared_error,AN_tool_max_z,AN_tool_top5_mean_z,AN_tool_top10_mean_z,AN_tool_count_z3,AN_tool_count_z5
135,NH1119,M,0.0003714710252600297,0.04940564635958395,3.29365796590875,3.245265483856201,0.04839248205254876,0.04839248205254876,0.0023418323192062537,8.017928632280832,5.521333052726876,4.6803765605701635,15,2
136,NH1120,L,0.0007429420505200594,0.038261515601783064,2.7279106325754165,2.7197229862213135,0.008187646354103073,0.008187646354103073,6.703755281985734e-05,4.667023190637335,4.285515507543901,3.7329233795344017,8,0
137,NH1121,M,0.0007429420505200594,0.04271916790490342,3.2124454507579174,3.1002650260925293,0.11218042466538813,0.11218042466538813,0.012584447678106823,7.90618824086517,4.156154380275817,3.4713998030229285,5,1
138,NH1122,L,0.0014858841010401188,0.04309063893016345,2.3921322121216675,2.6565282344818115,-0.26439602236014403,0.26439602236014403,0.06990525663986578,3.9713597324923353,3.6617115095782693,3.328933969227429,7,0
139,NH1123,M,0.0003714710252600297,0.050148588410104014,3.264484170454166,3.1995677947998047,0.06491637565436115,0.06491637565436115,0.0042141358280981325,4.529430583862458,3.868975357681041,3.342907419018881,4,0
140,NH1124,L,0.0007429420505200594,0.041976225854383355,2.7818008939391663,2.67364764213562,0.10815325180354618,0.10815325180354618,0.011697125875681265,4.351793801433847,4.110756572624587,3.5572069483720474,6,0
141,NH1125,M,0.031203566121842496,0.04309063893016345,3.2393273674245835,3.135843515396118,0.10348385202846533,0.10348385202846533,0.010708907630649307,5.545972637869945,5.034276402124439,4.934469823348016,220,2
142,NH1126,L,0.03268945022288262,0.041604754829123326,2.618883136363333,2.7200112342834473,-0.10112809792011435,0.10112809792011435,0.010226892188940236,5.020674242862142,4.415974621065219,4.1455890357824625,37,1
143,NH1127,M,0.030460624071322436,0.04457652303120357,3.1488693787883326,3.033003568649292,0.11586581013904063,0.11586581013904063,0.01342488595917621,8.380710443721473,5.575440692587625,5.165846659428007,217,1
144,NH1128,N,0.0029717682020802376,0.041976225854383355,2.5942918219704163,2.688509464263916,-0.09421764229349971,0.09421764229349971,0.008876964119345866,16.2481924963516,6.733785540200964,5.242105383901389,22,1
145,NH1130,N,0.0014858841010401188,0.045319465081723624,2.7431731477270835,2.7424445152282715,0.000728632498812054,0.000728632498812054,5.309053183250979e-07,5.128284068213633,4.853588305232069,4.398070182767805,21,3
146,NH1132,M,0.0003714710252600297,0.044947994056463596,3.1591416590908334,3.1977996826171875,-0.03865802352635406,0.03865802352635406,0.0014944427829641437,11.180692018643036,4.472129781822469,3.5476232605069766,1,1
147,NH1133,N,0.0007429420505200594,0.03900445765230312,2.74665581060625,2.6407299041748047,0.1059259064314455,0.1059259064314455,0.011220297653323347,13.965060712599708,8.37351167961932,6.105149963760477,13,2
148,NH1134,N,0.0018573551263001485,0.043462109955423475,2.6965673181816667,2.6001265048980713,0.09644081328359544,0.09644081328359544,0.00930083046680132,6.545007350043333,5.723753655784811,4.368534991174912,6,3
149,NH1135,M,0.008172362555720654,0.055349182763744426,2.9741608068174994,2.936728000640869,0.03743280617663025,0.03743280617663025,0.0014012149782571678,5.5408056145109805,4.334359636189478,3.942526751179083,17,1
150,NH1137,M,0.0014858841010401188,0.04940564635958395,2.8555435560605003,2.920984983444214,-0.06544142738371361,0.06544142738371361,0.004282580418017862,11.180692018642645,5.663436923756423,4.367478405038471,9,2
151,NH1138,M,0.0007429420505200594,0.04940564635958395,2.5095889116158334,2.4668197631835938,0.04276914843223967,0.04276914843223967,0.001829200057618949,11.14004168657821,5.2314355428491925,4.103900883182783,7,1
152,NH1138,N,0.002228826151560178,0.11775631500742942,2.5095889116158334,2.6475651264190674,-0.13797621480323397,0.13797621480323397,0.01903743585142816,16.007076546128804,9.90206707987669,8.990023494075896,191,158
153,NH1139,L,0.0003714710252600297,0.03528974739970282,2.617799515150833,2.7840383052825928,-0.1662387901317599,0.1662387901317599,0.027635335344471313,6.062720424641617,4.098155193971054,3.4618654246809926,5,1
154,NH1141,N,0.001114413075780089,0.041604754829123326,2.668283753787917,2.789815664291382,-0.12153191050346468,0.12153191050346468,0.014770005270622149,3.96968858517141,3.099741138838861,2.827962464684274,2,0
155,NH1142,L,0.0014858841010401188,0.03677563150074294,2.627527598485417,2.705819606781006,-0.07829200829558891,0.07829200829558891,0.006129638562956563,4.928623769699039,3.273701641422675,2.9446650302872746,1,0
156,NH1143,L,0.0007429420505200594,0.04457652303120357,2.8601576022733335,2.8903772830963135,-0.03021968082297999,0.03021968082297999,0.0009132291090427845,3.53149847450605,2.9286901986569758,2.775949537300896,2,0
157,NH1144,M,0.0003714710252600297,0.0575780089153046,2.9515814280295825,2.806617498397827,0.1449639296317553,0.1449639296317553,0.021014540894280506,3.6220054681227425,3.0795475538533696,2.8714636608232604,2,0
158,NH1145,M,0.0018573551263001485,0.05089153046062407,2.5928440404038886,2.5763351917266846,0.016508848677204035,0.016508848677204035,0.0002725420846468214,4.940426347998723,4.191850338029392,4.012130149780534,29,0
159,NH1146,M,0.0007429420505200594,0.04420505200594354,2.5724187297988883,2.587355852127075,-0.014937122328186891,0.014937122328186891,0.00022311762344721939,4.141336697596384,3.9409683405837583,3.886689151057717,25,0
160,NH1148,N,0.030089153046062408,0.041604754829123326,2.865092530302916,2.756795644760132,0.10829688554278416,0.10829688554278416,0.011728215418266894,8.15843363056917,5.00831318582864,4.2102921066438395,35,2
161,NH1149,N,0.029346210995542348,0.03937592867756315,2.739402219697084,2.7509076595306396,-0.011505439833555453,0.011505439833555453,0.00013237514576356453,6.96378624469954,4.853381605868909,4.28459200896226,77,2
162,NH1150,N,0.029346210995542348,0.04271916790490342,2.634898049242916,2.6866602897644043,-0.051762240521488145,0.051762240521488145,0.0026793295438043894,5.646130345536477,4.328946140112852,3.869554079741473,38,2
163,NH1151,N,0.029717682020802376,0.03231797919762259,2.836436151515833,2.87449312210083,-0.03805697058499691,0.03805697058499691,0.00144833301010732,3.856274207973982,3.56349779668489,3.4869193728343886,35,0
164,NH1152,N,0.02897473997028232,0.03900445765230312,2.9519707462124996,2.9894089698791504,-0.03743822366665084,0.03743822366665084,0.001401620591314175,5.653696903874379,4.447974019634644,3.929567275566581,34,1
165,NH1153,N,0.029717682020802376,0.038261515601783064,2.7456383219699996,2.7903647422790527,-0.04472642030905316,0.04472642030905316,0.002000452673662083,4.3994155223643,3.657828554010313,3.5352026933595653,33,0
166,NH1156,N,0.0018573551263001485,0.03937592867756315,2.598219439394167,2.7159430980682373,-0.1177236586740702,0.1177236586740702,0.013858859811608983,4.8351156832456335,3.8226327609539323,3.4077357883391484,7,0
167,NH1157,N,0.001114413075780089,0.03863298662704309,2.775934757576249,2.6859192848205566,0.09001547275569255,0.09001547275569255,0.008102785335430828,11.618150272535381,6.185714367340067,4.76844451004064,12,2
168,NH1158,N,0.030089153046062408,0.03863298662704309,2.71284021212125,2.926353931427002,-0.21351371930575214,0.21351371930575214,0.04558810833177551,11.467508857571458,7.971186061009386,6.088365743472638,51,5
169,NH1159,N,0.002600297176820208,0.03417533432392273,2.3614148964647224,2.45485520362854,-0.09344030716381768,0.09344030716381768,0.008731091002868598,4.829096005958873,4.045651932353087,3.456011615853837,5,0
170,NH1160,L,0.0014858841010401188,0.043462109955423475,2.563641179292777,2.7466983795166016,-0.18305720022382443,0.18305720022382443,0.03350993855378535,7.468626260589341,5.591047509267447,4.261356003852899,7,2
171,NH1161,M,0.0007429420505200594,0.04271916790490342,3.0850511969702774,3.0900979042053223,-0.005046707235044856,0.005046707235044856,2.5469253916254098e-05,9.996770980795418,4.5402495076871165,3.503756246653586,3,1
172,NH1162,N,0.0014858841010401188,0.03231797919762259,2.377519378788334,2.4403669834136963,-0.06284760462536232,0.06284760462536232,0.003949821407145863,14.003893600445457,8.22927938883384,7.01907494953293,43,18
173,NH1163,M,0.0,0.04011887072808321,2.9036894772724997,2.8743629455566406,0.029326531715859083,0.029326531715859083,0.0008600454624812887,4.327432316488003,3.756088884206566,3.3392699318461974,7,0
174,NH1164,M,0.0003714710252600297,0.04234769687964339,2.7416257196975,2.794236660003662,-0.05261094030616231,0.05261094030616231,0.002767911039898574,10.798829178588514,5.8143286612744065,4.443244052214039,7,2
175,NH1165,M,0.002600297176820208,0.04420505200594354,2.902701965909583,2.9490246772766113,-0.04632271136702837,0.04632271136702837,0.002145793588393019,10.533628273661773,5.9714317042594995,4.971889002303689,20,2
176,NH1166,L,0.029346210995542348,0.03677563150074294,2.8122027689391667,2.7862727642059326,0.025930004733234036,0.025930004733234036,0.0006723651454655395,4.914113028855897,3.9984691387858944,3.645492246958785,26,0
177,NH1167,N,0.029717682020802376,0.033060921248142645,2.7599964242424995,2.874445915222168,-0.1144494909796685,0.1144494909796685,0.013098685985505221,11.69569889630265,7.683077090990889,5.699250874299272,38,5
178,NH1168,L,0.029717682020802376,0.033060921248142645,2.6533689318191667,2.7341508865356445,-0.08078195471647787,0.08078195471647787,0.00652572420781508,4.928623769699039,4.735672345423475,4.18611110119766,35,0
179,NH1169,M,0.029717682020802376,0.04086181277860327,3.2295151969700013,3.0867106914520264,0.14280450551797497,0.14280450551797497,0.020393126796233344,7.87450785863777,6.955363054117036,5.5340956525836065,43,5
180,NH1170,L,0.029717682020802376,0.04011887072808321,2.942394416667917,2.9428586959838867,-0.0004642793159699288,0.0004642793159699288,2.1555528323750496e-07,5.716764074776013,5.0948397913957155,4.536469440760309,34,2
181,NH1171,L,0.030089153046062408,0.03528974739970282,3.0900070151504173,3.0543057918548584,0.035701223295558915,0.035701223295558915,0.0012745773447993586,5.146979642639477,4.097100308443312,3.699345336824222,28,1
182,NH1172,L,0.029346210995542348,0.03231797919762259,2.7757624659091675,2.808746099472046,-0.03298363356287837,0.03298363356287837,0.0010879200830102363,4.9141130288560255,4.574131569190857,4.026780906733959,30,0
183,NH1173,L,0.030460624071322436,0.03937592867756315,2.8191184810608334,2.903334856033325,-0.08421637497249179,0.08421637497249179,0.007092397813507342,11.364848711572423,5.396007294325143,4.379451866205008,32,1
184,NH1174,L,0.030089153046062408,0.03566121842496285,2.7429639583337497,2.7785983085632324,-0.03563435022948269,0.03563435022948269,0.0012698069162774331,4.430550489452287,3.8064239270071902,3.565260847682965,29,0
185,NH1176,L,0.001114413075780089,0.04717682020802377,2.963629511363333,2.902158737182617,0.06147077418071589,0.06147077418071589,0.0037786560783765674,13.255388911246502,8.101221493926271,6.459794518478418,36,5
186,NH1177,M,0.001114413075780089,0.05609212481426449,3.127391098485834,3.158203601837158,-0.03081250335132424,0.03081250335132424,0.0009494103627753674,7.874507858637772,7.234814018857421,6.218721910824191,41,9
187,NH1178,L,0.04717682020802377,0.03900445765230312,2.9360859280312503,2.993576765060425,-0.05749083702917446,0.05749083702917446,0.003305196342315097,5.741293930046851,5.445193956289809,4.951914413986099,22,4
188,NH1179,N,0.045319465081723624,0.03268945022288262,2.7739959431808336,2.9542572498321533,-0.18026130665131967,0.18026130665131967,0.032494138675641104,4.714611540249208,4.49442830763172,4.175455941491128,29,0
189,NH1182,M,0.029717682020802376,0.05274888558692422,2.8417227840908326,2.8225696086883545,0.019153175402478073,0.019153175402478073,0.0003668441279980911,4.3404520924812156,4.088155825543639,3.862982153195996,38,0
190,NH1183,M,0.030832095096582468,0.046805349182763745,3.3534207499999997,3.1772966384887695,0.1761241115112302,0.1761241115112302,0.03101970265562025,4.300728945258937,4.151118058618268,3.9834220905313686,50,0
191,NH1184,M,0.031575037147102525,0.04977711738484398,3.0837863863637507,2.9602112770080566,0.12357510935569405,0.12357510935569405,0.015270807652271743,4.523588550247977,4.22313125458521,3.9627530253568097,52,0
192,NH1185,M,0.029346210995542348,0.04940564635958395,3.0111420492420833,2.972468852996826,0.03867319624525711,0.03867319624525711,0.0014956161078241688,4.409967600120203,4.016688530195922,3.8198902138558486,35,0
193,NH1186,L,0.02897473997028232,0.041976225854383355,3.1685883068179166,3.0206170082092285,0.14797129860868807,0.14797129860868807,0.021895505211941533,5.334439717800859,4.532188303194675,4.306297173573244,40,1
194,NH1187,N,0.0007429420505200594,0.03714710252600297,2.7213495416662496,2.6392147541046143,0.08213478756163539,0.08213478756163539,0.006746123327794976,7.888714230595083,5.939877821572579,4.655643205616027,13,3
195,NH1188,N,0.0003714710252600297,0.03937592867756315,2.6928653446966666,2.723280429840088,-0.030415085143421283,0.030415085143421283,0.0009250774042815661,11.467339341286616,8.299140099840107,6.384623979800385,16,6
196,NH1189,N,0.001114413075780089,0.03863298662704309,2.6151665757570832,2.6741271018981934,-0.05896052614111014,0.05896052614111014,0.0034763436428365316,7.888714230595083,5.585814929519387,4.478611759589431,11,2
197,NH1190,M,0.001114413075780089,0.0475482912332838,2.93180026515125,2.901844024658203,0.029956240493046682,0.029956240493046682,0.0008973763444772498,4.321466189617869,3.549785650820174,3.208758215257789,5,0
198,NH1193,M,0.029346210995542348,0.05386329866270431,2.980213986741667,2.892498016357422,0.08771597038424517,0.08771597038424517,0.007694091460449776,5.545972637869727,4.787214684879332,4.266905818406423,53,2
199,NH1194,L,0.030089153046062408,0.04420505200594354,2.8314966515154163,2.9057650566101074,-0.07426840509469113,0.07426840509469113,0.005515795995309143,5.990751746707876,5.0569753178702905,4.496005292388648,41,2
200,NH1195,M,0.02897473997028232,0.046805349182763745,2.7425498750008326,2.673726797103882,0.06882307789695075,0.06882307789695075,0.004736616051209751,4.287869122898069,4.209324740899238,4.010207425749112,45,0
201,NH1200,L,0.045319465081723624,0.03789004457652303,2.57877350000125,2.7523460388183594,-0.1735725388171092,0.1735725388171092,0.030127426231416884,6.576900332035519,4.569906078148558,3.8957042914181224,9,1
202,NH1201,N,0.044947994056463596,0.03566121842496285,2.749707674242501,2.7880747318267822,-0.03836705758428138,0.03836705758428138,0.0014720311076755635,6.501184630060698,4.551323016333205,3.926554695315892,15,2
203,NH1202,N,0.0007429420505200594,0.04717682020802377,2.629675180343189,2.6253888607025146,0.004286319640674385,0.004286319640674385,1.837253606203099e-05,4.6353531711332545,3.6205208630831125,3.367886410423582,11,0
204,NH1203,M,0.0003714710252600297,0.04977711738484398,2.5988320479797227,2.676129102706909,-0.07729705472718651,0.07729705472718651,0.0059748346694976666,3.493034447813047,3.3473308240933113,3.211274819286062,10,0
205,NH1204,L,0.0003714710252600297,0.04791976225854384,2.3574198009824325,2.716881275177002,-0.3594614741945694,0.3594614741945694,0.1292125514301331,4.910435062560568,4.299017478217917,4.048020367727695,18,0
206,NH1205,N,0.0007429420505200594,0.04940564635958395,2.572338515151667,2.7041175365448,-0.1317790213931329,0.1317790213931329,0.017365710479331782,5.668223654593852,4.359730215646275,3.813808419207659,9,1
207,NH1206,L,0.0003714710252600297,0.046433878157503716,2.687268465907917,2.5840721130371094,0.10319635287080775,0.10319635287080775,0.01064948724583627,6.595878863163243,5.175741167523126,4.567412193178986,22,2
208,NH1207,M,0.0003714710252600297,0.05089153046062407,2.6291659810591668,2.7314529418945312,-0.10228696083536448,0.10228696083536448,0.010462622356935387,11.189220012747905,5.3313010631621465,4.051989519199091,6,2
209,NH1219,M,0.046433878157503716,0.041976225854383355,2.9587360151520823,2.968738555908203,-0.010002540756120837,0.010002540756120837,0.0001000508215778584,11.21916787535148,5.446048796031004,4.260613511013461,8,1
210,NH1220,L,0.0007429420505200594,0.04309063893016345,2.9672830025250003,2.979330539703369,-0.012047537178368817,0.012047537178368817,0.00014514315206417888,9.327681904820412,5.135091562469405,3.9600469356004737,6,2
211,NH1221,N,0.0007429420505200594,0.041604754829123326,2.643035222221944,2.7298099994659424,-0.08677477724399818,0.08677477724399818,0.007529861965745504,6.57042053944515,4.2973483309349225,3.5393531920259655,5,1
212,NH1222,M,0.0014858841010401188,0.044947994056463596,3.0194293863636106,2.8949899673461914,0.12443941901741917,0.12443941901741917,0.015485169005392825,5.545972637869661,4.153810043304523,3.5422710778686537,6,1
213,NH1223,L,0.0003714710252600297,0.05163447251114413,3.0404031515145826,2.9345128536224365,0.1058902978921461,0.1058902978921461,0.011212755187687442,7.33056798382022,6.097446649347581,5.199091103009567,22,3
214,NH1225,L,0.0014858841010401188,0.05237741456166419,2.8717347196962506,2.8628010749816895,0.00893364471456115,0.00893364471456115,7.981000788600639e-05,9.327681904820412,5.734428613006152,4.814025819697038,21,3
215,NH1226,N,0.0007429420505200594,0.03900445765230312,2.5619430681829165,2.639105796813965,-0.07716272863104834,0.07716272863104834,0.005954086689788807,5.819039825417638,4.925528650611595,4.4124277773692615,26,1
216,NH1227,L,0.0007429420505200594,0.04977711738484398,2.976135439395,2.9789083003997803,-0.002772861004780136,0.002772861004780136,7.688758151830305e-06,5.094202151108603,4.871568301500585,4.374112657171047,21,3
217,NH1228,N,0.0003714710252600297,0.037518573551263,2.5142494621208336,2.6572511196136475,-0.1430016574928139,0.1430016574928139,0.02044947404569206,11.467508857570861,7.297783571261341,5.667901481771494,27,2
218,NH1229,N,0.0018573551263001485,0.04569093610698365,3.0191763598487498,2.9792723655700684,0.03990399427868141,0.03990399427868141,0.0015923287593930387,9.345431650374932,5.603293518197718,4.751310211162323,20,1
219,NH1231,M,0.0014858841010401188,0.046805349182763745,2.6904530774407402,2.8766958713531494,-0.18624279391240917,0.18624279391240917,0.034686378284300115,10.425581861161332,10.302281835363406,10.151297955659121,116,72
220,NH1236,N,0.0,0.03789004457652303,2.8226209318179167,2.8254618644714355,-0.002840932653518813,0.002840932653518813,8.070898341829443e-06,11.467508857572177,5.154094766404073,4.05671018694815,6,1
221,NH1237,M,0.0007429420505200594,0.056835066864784546,2.6849211477270836,2.582441806793213,0.10247934093387068,0.10247934093387068,0.010502015318240502,5.142611197064403,4.426128328050382,4.096657194495135,26,1
222,NH1239,N,0.001114413075780089,0.046805349182763745,2.676292512626111,2.7775421142578125,-0.10124960163170149,0.10124960163170149,0.01025148183057825,3.4148094868080126,2.7861174290379287,2.6403315829295937,1,0
223,NH1240,M,0.0,0.046805349182763745,3.0709346388886116,3.0073463916778564,0.06358824721075518,0.06358824721075518,0.004043465183336113,5.545972637869945,3.7460349277264973,3.2631595649353167,3,1
224,NH1241,N,0.0003714710252600297,0.044947994056463596,2.9817649848483327,2.9382076263427734,0.04355735850555931,0.04355735850555931,0.0018972434799818198,11.467508857572227,5.1570336277241555,3.931626558812303,5,1
225,NH1242,M,0.0007429420505200594,0.04977711738484398,3.08223808712125,2.914562702178955,0.16767538494229495,0.16767538494229495,0.028115034715546793,5.612486080160923,3.721642455235318,3.1198330987166667,3,1
226,NH1243,L,0.0014858841010401188,0.038261515601783064,2.6136988535347228,2.5821921825408936,0.0315066709938292,0.0315066709938292,0.0009926703171133982,5.323437146322502,5.086692870608767,4.4164622125722115,19,4
227,NH1244,L,0.0014858841010401188,0.04011887072808321,2.6863285833333332,2.7542724609375,-0.06794387760416676,0.06794387760416676,0.004616370503889993,7.34945016296644,5.125559143987049,4.10705416704639,12,2
228,NH1245,M,0.002228826151560178,0.05274888558692422,2.769121068182084,2.6839513778686523,0.0851696903134318,0.0851696903134318,0.007253876148085879,4.60911432699219,3.6424196604507353,3.1898047318365994,4,0
229,NH1246,N,0.0,0.03677563150074294,2.3859403901512497,2.4439666271209717,-0.05802623696972198,0.05802623696972198,0.0033670441768663298,10.074002969788609,5.013769206920623,4.134666812472706,16,1
230,NH1247,N,0.0,0.036404160475482915,2.536356874999166,2.548792839050293,-0.012435964051126902,0.012435964051126902,0.00015465320188092063,6.501184630060698,4.25021516164153,3.677273835889322,9,1
231,NH1248,L,0.0003714710252600297,0.04606240713224369,2.837624732323611,2.8982017040252686,-0.060576971701657545,0.060576971701657545,0.003669569500543419,4.03166286084673,3.2901959745999676,3.0624560533635767,7,0
232,NH1249,N,0.0003714710252600297,0.04457652303120357,2.5249590732322225,2.7200863361358643,-0.1951272629036418,0.1951272629036418,0.03807464872826694,6.57042053944515,3.833753698606963,3.2250930194810032,5,1
233,NH1250,M,0.002228826151560178,0.04903417533432392,2.5162415555561113,2.6040866374969482,-0.08784508194083696,0.08784508194083696,0.007716758421192359,5.545972637869661,3.66082073294658,3.145650935119729,3,1
234,NH1252,L,0.029717682020802376,0.033432392273402674,3.126440696969666,3.0081787109375,0.11826198603216609,0.11826198603216609,0.013985897340272247,6.576900332035519,4.944673683023525,4.46171443823146,41,1
235,NH1253,N,0.11181277860326895,0.034918276374442794,2.8340224621213883,2.762800931930542,0.07122153019084632,0.07122153019084632,0.0050725063627256334,6.569841528442221,4.582267191617966,4.005882991608754,40,2
236,NH1254,M,0.0014858841010401188,0.04903417533432392,3.004899825757777,3.0357820987701416,-0.03088227301236479,0.03088227301236479,0.0009537147864102347,6.429708067504568,4.575110137747206,3.690884255642201,3,2
237,NH1255,L,0.0003714710252600297,0.04049034175334324,2.7242681792936114,2.7612464427948,-0.03697826350118838,0.03697826350118838,0.0013673919715633206,7.394355942938352,5.41704834174392,4.36427497827425,12,3
238,NH1256,M,0.0007429420505200594,0.04791976225854384,2.8328890353527774,2.869905710220337,-0.03701667486755955,0.03701667486755955,0.001370234218250615,5.545972637869661,4.1656818062148115,3.4725273407931176,4,1
239,NH1257,M,0.0007429420505200594,0.04791976225854384,2.831951083332778,2.7392685413360596,0.09268254199671855,0.09268254199671855,0.008590053590973498,5.230885634553181,4.750411011273128,4.47477545529873,35,1
240,NH1258,L,0.0003714710252600297,0.03231797919762259,2.654602325757222,2.5997142791748047,0.05488804658241753,0.05488804658241753,0.0030126976576336363,9.412356783667795,5.27420037191014,4.23922437432047,14,2
241,NH1259,N,0.0003714710252600297,0.03900445765230312,3.1357789444447226,2.9432930946350098,0.19248584980971284,0.19248584980971284,0.037050802376967326,3.801933954930285,3.4037515016436792,3.1313928119308603,5,0
242,NH1260,N,0.0007429420505200594,0.0475482912332838,2.6399200227275,2.7193233966827393,-0.07940337395523933,0.07940337395523933,0.00630489579547558,4.646788155017273,4.273430147753535,3.988738278612003,28,0
243,NH1261,N,0.0018573551263001485,0.041604754829123326,2.472241170454583,2.488757610321045,-0.016516439866462118,0.016516439866462118,0.0002727927858624592,15.6922137031236,5.974947616778686,4.672755109405884,16,1
244,NH1262,N,0.0018573551263001485,0.046805349182763745,2.4691630643929168,2.506742477416992,-0.037579413024075414,0.037579413024075414,0.0014122122832340488,5.668223654593852,4.281301568315158,3.948999783824218,38,1
245,NH1263,N,0.0003714710252600297,0.04420505200594354,2.296183890152083,2.420764446258545,-0.12458055610646213,0.12458055610646213,0.015520314959795358,11.467508857572176,5.148249913634246,4.249238049155002,14,1
246,NH1264,N,0.002228826151560178,0.03974739970282318,2.4585983143933334,2.451263189315796,0.00733512507753753,0.00733512507753753,5.3804059903119955e-05,5.690316895234509,4.4274489542776365,3.916909654696287,16,2
247,NH1265,N,0.0018573551263001485,0.048291233283803865,2.7016733560620825,2.678579330444336,0.02309402561774654,0.02309402561774654,0.0005333340192331334,5.431765977346074,4.860907818310479,4.311453102196645,35,3
248,NH1266,N,0.0003714710252600297,0.04309063893016345,2.468450204545833,2.5326170921325684,-0.06416688758673539,0.06416688758673539,0.004117389462568736,5.668223654593852,4.387963300560641,3.8669199081263756,18,1
249,NH1267,N,0.0007429420505200594,0.04234769687964339,2.5241426553024997,2.55155611038208,-0.027413455079580373,0.027413455079580373,0.0007514975194001709,5.068978032101952,4.529334403597875,4.2643330254231,18,1
250,NH1268,N,0.0007429420505200594,0.050148588410104014,2.5759929696966672,2.5334603786468506,0.04253259104981666,0.04253259104981666,0.0018090213014109442,3.4416662915649074,3.2606490110431685,3.067361052702406,6,0
251,NH1269,N,0.0003714710252600297,0.043833580980683504,2.5378497500000003,2.6149938106536865,-0.07714406065368618,0.07714406065368618,0.005951206094139612,9.281354990402983,9.225579335895269,8.849767811936779,65,36
252,NH1271,N,0.0007429420505200594,0.048291233283803865,2.506554670455417,2.5003676414489746,0.006187029006442302,0.006187029006442302,3.8279327926558416e-05,5.782881147133634,4.890366896828783,3.851193243534314,6,2
253,NH1272,M,0.0007429420505200594,0.05609212481426449,2.941386454545417,2.7207226753234863,0.2206637792219306,0.2206637792219306,0.048692503460504924,4.523588550247977,3.6656962248947322,3.317557248667754,7,0
254,NH1273,M,0.0007429420505200594,0.05572065378900446,2.850796257575001,2.9510014057159424,-0.10020514814094117,0.10020514814094117,0.010041071713947965,8.230636574388022,4.620372153631533,3.5543122706869155,5,1
255,NH1277,M,0.0007429420505200594,0.04977711738484398,2.7712728068183337,2.9560251235961914,-0.18475231677785775,0.18475231677785775,0.034133418554785896,6.175406656947003,3.503529169658846,2.9396365803263778,2,1
256,NH1278,N,0.001114413075780089,0.048662704309063894,2.7603419734845835,2.726577043533325,0.03376492995125835,0.03376492995125835,0.0011400704946133832,3.7091198423272367,3.143104377990758,2.8518985490748903,3,0
257,NH1279,L,0.0003714710252600297,0.03714710252600297,2.854402593433611,2.9432759284973145,-0.08887333506370343,0.08887333506370343,0.007898469685345298,10.945346533158995,8.426763087105076,5.856063451606259,16,4
258,NH1280,N,0.002600297176820208,0.037518573551263,2.643564111111388,2.692629098892212,-0.0490649877808238,0.0490649877808238,0.0024073730259323886,9.34847724472285,5.058685326748839,4.022232695116678,7,2
259,NH1281,M,0.0014858841010401188,0.050148588410104014,2.4853121843427775,2.5919737815856934,-0.1066615972429159,0.1066615972429159,0.011376696326410005,4.704436833878649,3.9944813955894922,3.095275147882753,4,0
260,NH1282,N,0.0018573551263001485,0.04271916790490342,2.623553575758333,2.575761079788208,0.047792495970124804,0.047792495970124804,0.0022841226710543956,5.9787233500773445,3.8676047067342987,3.292370188561361,2,1
261,NH1283,N,0.0003714710252600297,0.04903417533432392,2.453483984847917,2.518206834793091,-0.06472284994517397,0.06472284994517397,0.004189047305025505,4.595178024870813,3.2416080587968734,2.8932567504230633,3,0
262,NH1284,N,0.0003714710252600297,0.03603268945022288,2.4937691704554164,2.543705463409424,-0.04993629295400748,0.04993629295400748,0.002493633353988457,2.8943359027852735,2.725930611516928,2.619781211438601,0,0
263,NH1285,N,0.0014858841010401188,0.05200594353640416,2.531765268939167,2.6096272468566895,-0.07786197791752247,0.07786197791752247,0.006062487605228757,4.595178024870813,3.005549507895033,2.761038681198291,1,0
264,NH1286,N,0.001114413075780089,0.0412332838038633,2.569353840909167,2.559196949005127,0.010156891904040233,0.010156891904040233,0.00010316245315035803,4.2177603256351786,3.3550349380907334,2.994674131947762,4,0
265,NH1287,N,0.0007429420505200594,0.03937592867756315,2.4672966704549997,2.5128791332244873,-0.04558246276948763,0.04558246276948763,0.002077760912131726,11.06784404229878,5.273778242834606,3.878111619877104,2,2
266,NH1288,M,0.02786032689450223,0.048291233283803865,2.745617397727917,2.6614294052124023,0.08418799251551468,0.08418799251551468,0.007087618083792355,6.56757435881431,4.906404508935736,4.083490345822043,9,2
267,NH1289,L,0.02711738484398217,0.0475482912332838,2.8609133787891667,2.7488856315612793,0.11202774722788744,0.11202774722788744,0.012550216148955443,5.323437146322502,4.027692163545449,3.445483863397146,6,1
268,NH1290,L,0.02711738484398217,0.04271916790490342,2.6928882613641667,2.637880802154541,0.055007459209625686,0.055007459209625686,0.0030258205686986336,12.467762489664716,6.476968588880704,4.989982808272586,9,2
269,NH1291,M,0.029346210995542348,0.05163447251114413,2.8228221780299996,2.5855820178985596,0.23724016013144,0.23724016013144,0.05628289357919129,4.703200600896743,4.192547545464983,3.7284574429639483,8,0
270,NH1292,N,0.0014858841010401188,0.04049034175334324,2.6127516944444453,2.5394177436828613,0.073333950761584,0.073333950761584,0.005377868334302426,3.9299205896998486,3.52023944767463,3.3557059262014546,12,0
271,NH1293,M,0.0007429420505200594,0.0512630014858841,2.493363959596666,2.573666572570801,-0.08030261297413466,0.08030261297413466,0.00644850965047366,7.906188240865505,4.93638657492446,3.8995877898936193,5,2
