feature,operation,variance,log10_variance,iqr,median,coefficient_of_variation,missing_rate,skewness,kurtosis,variance_percentile,selection_rate,mean_importance,mean_abs_correlation,mean_temporal_drift,variance_interpretation
440AX130,440A,11.5879318523154,1.064005932488714,0.8000000000000682,590.2,0.005767714583312467,0.0,-2.3956251218347613,4.960852250254576,0.6939243408482996,0.0,9.365066273194337e-05,0.0704389593006835,0.396428571428481,中等方差
344X164,344,11.58538785658496,1.0639105777164126,6.0,37.0,0.09199274218118432,0.07625,0.24445193820404498,-1.1450524795428245,0.6935422239205197,0.0,0.0002184100834898,0.1013687374517442,0.0085400052068195,中等方差
330X566,330,11.405685068679588,1.0571213757689106,3.322500000000005,95.33500000000001,0.03542487422568826,0.0,-5.4404045265457945,96.39032492696488,0.6931601069927398,0.0,0.0002194592414546,0.0359110344607005,0.4103938274161738,中等方差
312X754,312,11.353590484346029,1.0551332254895174,0.0,57.0,0.05911419189755922,0.00125,2.046432026915819,2.3860048362917596,0.6927779900649599,0.0,0.0001404082024394,0.0218129175651202,0.0,中等方差
330X516,330,11.29263081602003,1.052795130213868,4.132499999999993,96.405,0.034857642072743465,0.0,-2.4762425308347242,31.110358497416733,0.69239587313718,0.0,8.392431559111656e-05,0.0336469346368577,0.4095836256623811,中等方差
330X251,330,11.231877853410511,1.0504523718620973,3.9324999999999903,98.05000000000001,0.03418051389425986,0.0,1.1575251459018088,1.0661303739135368,0.6920137562094001,0.0,0.0002636377931016,0.0163600455829752,0.1199148289477195,中等方差
520X256,520,11.227661348397232,1.0502893048583406,6.7999999999999545,463.6,0.007227718425268101,0.01125,-0.36792822378254225,-1.5270250837853228,0.6916316392816202,0.0,0.0002339557724297,0.0305629322882503,0.0970588235294144,中等方差
520X252,520,11.217101473859262,1.04988064867283,6.7999999999999545,463.6,0.007224318707734963,0.01125,-0.368007437015225,-1.5275563769929021,0.6912495223538403,0.0,0.0001783242641458,0.0302484025813314,0.0970588235294144,中等方差
330X351,330,11.204382226376708,1.049387915929357,4.939999999999998,96.555,0.03466723382940235,0.0,-0.18477585124021745,4.5679802896213175,0.6908674054260604,0.0,0.0002236642404796,0.0477977060007177,0.68074757687813,中等方差
520X257,520,11.199987197746802,1.0492175262459764,7.0,463.0,0.007228160244996425,0.01125,-0.35655469422583025,-1.5353139752184166,0.6904852884982805,0.0,0.0002408534256602,0.0324719452731709,0.1142857142857142,中等方差
520X254,520,11.185289442942038,1.0486472268632356,6.800000000000011,463.6,0.0072140672436493665,0.01125,-0.35690507136108485,-1.533456840656667,0.6901031715705006,0.0,0.0002270693302116,0.0302688037473145,0.0823529411764758,中等方差
360X1152,360,11.1395368585732,1.0468671348280807,5.400000000000006,159.6,0.02091224606426954,0.0,0.32966190694553216,-0.879416523011268,0.6897210546427207,0.0,0.0003486677365676,0.1487912828379007,0.440365087172761,中等方差
330X564,330,11.085012039893611,1.0447361691561017,4.0,97.245,0.03423740213920127,0.0,0.7914918687353608,0.5218478291603472,0.6893389377149408,0.0,0.000300311564549,0.0218974717162279,0.1344637079976808,中等方差
312X382,312,11.07449788426003,1.0443240445078739,5.0,0.0,,0.00125,-0.28090254480480736,-1.0076964714344459,0.6889568207871609,0.0,0.0001646235730099,0.0278373061068851,0.0,中等方差
440AX121,440A,11.054078535669616,1.043522545779209,1.099999999999909,591.8,0.0056180592106116565,0.0,-2.3583482635322555,4.854177595456851,0.688574703859381,0.0,0.0001277505859308,0.0668427954741785,0.2599999999999454,中等方差
330X331,330,11.019227113735909,1.042151134260691,4.724999999999994,97.96,0.03388650593395609,0.0,-0.14733362390387597,5.28741568251648,0.6881925869316011,0.0,0.0002163979260516,0.0434400635849405,0.2600053210544679,中等方差
330X559,330,10.987957624530644,1.0409169758788486,3.0649999999999835,95.66499999999999,0.03465017338421047,0.0,-8.273802997314169,158.48256249987423,0.6878104700038211,0.0,0.0001829523963836,0.0269381290334164,0.040814941372122,中等方差
312X597,312,10.963852058180558,1.039963166711559,2.5,57.0,0.058090715766711605,0.00125,0.13434198155665952,-0.4201721549111701,0.6874283530760412,0.0,0.0001378719281594,0.0173366413700754,0.0,中等方差
330X241,330,10.90364091113891,1.0375715404716275,3.7900000000000063,97.275,0.03394568139705528,0.0,1.2519669283702233,1.3766175697004694,0.6870462361482613,0.0,0.0002296458253439,0.0167338517295502,0.1413326079023484,中等方差
520X255,520,10.878344732672927,1.036562817406651,6.900000000000034,462.8,0.0071266931236822545,0.01125,-0.3310329371194417,-1.5566480549953055,0.6866641192204814,0.0,0.0001872227123588,0.0316541871703225,0.1097320152800829,中等方差
330X552,330,10.853969946808508,1.0355886147417714,3.0625,96.625,0.03409610740624022,0.0,-8.816792371649653,168.20191669664473,0.6862820022927015,0.0,0.0001696139689204,0.0161348696612972,0.264278245889913,中等方差
330X305,330,10.809954967302888,1.0338238847495547,5.234000000000009,99.58,0.03301716806799261,0.0,0.477027393925772,-0.5534407470996792,0.6858998853649216,0.0,0.0002527432885287,0.0584246889967603,0.2849943521176855,中等方差
520X253,520,10.787668293619731,1.032927584011356,6.800000000000011,463.2,0.007090800085864704,0.01125,-0.3473645542996069,-1.5395167374722507,0.6855177684371417,0.0,0.0001936109718495,0.0297664766693344,0.0705882352941135,中等方差
330X288,330,10.782439046082622,1.032717011726425,5.237000000000009,99.7385,0.03292271734577785,0.0,0.4487204436331896,-0.5963701760259923,0.6851356515093618,0.0,0.0002641151285004,0.0404030996152586,0.1739897970650309,中等方差
330X315,330,10.763885966952433,1.0319690881826087,5.173749999999998,99.4435,0.0329919619569705,0.0,0.5098938407142702,-0.4636313062914432,0.684753534581582,0.0,0.0002857645875861,0.068708636180795,0.3878241665542677,中等方差
ERROR:#N/A_1 (#2),META,10.601119948953256,1.0253517484683026,7.0,77.0,0.04228488453857664,0.07625,0.22303607817222826,-0.8231206304317875,0.684371417653802,0.0,0.0001762848103065,0.0801405046563902,0.0,中等方差
330X365,330,10.568249591964953,1.0240030615267102,5.140500000000003,97.745,0.03325883096085106,0.0,0.32791237686593877,-0.5803836480182842,0.6839893007260222,0.0,0.0002931484100814,0.0812262589491415,0.6885952287554418,中等方差
330X355,330,10.563267993728095,1.023798298129417,5.111249999999998,98.35499999999999,0.03304476793994831,0.0,0.3408356752193552,-0.462897358993557,0.6836071837982423,0.0,0.0003249390884889,0.0923332244065074,0.6527919627656619,中等方差
312X383,312,10.504619170821002,1.0213803123336924,7.0,0.0,,0.1375,-0.06398071316994366,-0.9802354015257086,0.6832250668704624,0.0,0.0002381254312845,0.0434851531785511,0.0,中等方差
330X294,330,10.50345355694618,1.021332119462224,4.63000000000001,98.12,0.03302999593149749,0.0,-0.32238452462041595,6.034664474329217,0.6828429499426825,0.0,0.0002281423485913,0.0162294258442983,0.2405507489024634,中等方差
440AX145,440A,10.496585591364193,1.0210480514526898,2.8999999999999773,578.4,0.005601389093491415,0.0,-0.5929446660477828,3.697296631087288,0.6824608330149026,0.0,0.000155707214867,0.0939939766268788,0.0837133697198313,中等方差
312X96,312,10.489302103820219,1.0207465937662379,0.0,4010.0,0.000807660650202823,0.00125,-2.359313617394711,3.575303946445444,0.6820787160871227,0.0,0.0001093806487534,0.0284688912076479,0.0,中等方差
330X371,330,10.466937051157696,1.0198196123002792,4.652499999999989,95.985,0.03370593950053371,0.0,-0.35015205196365096,5.3348695006445155,0.6816965991593428,0.0,0.0002503994317171,0.0484324178147513,0.7215312677848129,中等方差
330X311,330,10.419555942428035,1.0178492107233383,4.460000000000008,98.03,0.032928018927695535,0.0,-0.28880824521775944,6.096357453099156,0.6813144822315629,0.0,0.000249734195258,0.0274870784644428,0.2998704099301971,中等方差
344X71,344,10.387223779724705,1.0164994880522054,6.5,39.6,0.08138690963929376,0.0,0.8528066521030334,-1.237891951661112,0.680932365303783,1.0,0.0024242757757163,0.2716291406691867,0.0,中等方差
330X321,330,10.34157659183354,1.014586752775197,4.472499999999997,98.14500000000001,0.03276613354921138,0.0,-0.2633591547874629,6.262812662671493,0.6805502483760031,0.0,0.0001718158653854,0.0367781275203787,0.2815028276485535,中等方差
330X361,330,10.327091688204012,1.0139780328846024,4.547499999999985,96.595,0.0332685880670971,0.0,-0.3570676767320212,5.729973138832699,0.6801681314482232,0.0,0.0002508620170359,0.059229144442392,0.7395337638933179,中等方差
340X133,340,10.318873591989952,1.0136322923025975,4.0,45.0,0.07138445240685913,0.0,4.962818034923772,41.77407278838437,0.6797860145204433,0.0,0.0003086445692615,0.0140505344929919,0.0,中等方差
330X599,330,10.311545738266602,1.0133237724883235,3.8474999999999966,98.77000000000001,0.03251148691787575,0.0,0.6071104074560844,0.29953105706997807,0.6794038975926634,0.0,0.0001432543015827,0.042019533004303,0.1906651268359234,中等方差
330X335,330,10.279652645300382,1.0119784398754048,4.973249999999993,99.21199999999999,0.03231655182277917,0.0,0.4639602313744736,-0.3371060815881206,0.6790217806648835,0.0,0.0002885888730156,0.0804649210955379,0.5059918170056552,中等方差
312X381,312,10.166771747892824,1.0071830734101557,5.0,0.0,,0.00125,-0.2453322978758947,-0.9721522808675096,0.6786396637371036,0.0,0.0002235031079206,0.024053780179522,0.0,中等方差
520X7,520,10.096032288649884,1.0041507308422193,1.0,144.0,0.02206545429352156,0.015,16.34630326008494,298.52188102740666,0.6782575468093237,0.0,0.0002307367771924,0.0302196062366064,0.0,中等方差
330X298,330,10.04904701524406,1.0021248781102543,4.684249999999992,93.0085,0.0340831557163,0.0,-0.16054328402047577,0.39696559372409945,0.6778754298815437,0.0,0.0001124565876191,0.0630386673842352,0.4755452645007015,中等方差
330X341,330,10.033457449311646,1.0014506132214667,4.340000000000003,97.47999999999999,0.032494494562584006,0.0,-0.3489758292108165,6.582181647431499,0.6774933129537638,0.0,0.0002813356320945,0.0467409995489155,0.5126797532509719,中等方差
344X178,344,10.024335236586493,1.001055582024917,5.0,47.0,0.06736432044408851,0.07625,1.1753939380542298,4.13576717393957,0.6771111960259839,0.0,0.0001934530349492,0.0153775879820749,0.0,中等方差
344X73,344,10.024301376721047,1.0010541150770136,6.399999999999999,39.6,0.07995246751654471,0.0,0.8423689923890545,-1.262155727272437,0.676729079098204,1.0,0.0015856705667286,0.2713658380603799,0.0,中等方差
440AX107,440A,10.00586132665831,1.000254479610311,1.3999999999999773,594.8,0.005318097312584121,0.0,-2.17915497645903,4.311489908245359,0.6763469621704241,0.0,0.0001086477165396,0.0618768080066847,0.2430069930069627,中等方差
330X268,330,9.984022914391407,0.999305569091386,4.127499999999998,98.463,0.03209073917394668,0.0,0.6980406090204374,0.18182903548175355,0.6759648452426442,0.0,0.0002253605094028,0.015609598806062,0.0733901367119498,中等方差
330X274,330,9.975512484981216,0.9989352165073702,3.760000000000005,97.335,0.03244879509835217,0.0,-0.31758706579964296,8.25344141689827,0.6755827283148643,0.0,0.0002606802976236,0.0230149706690725,0.050857790290457,中等方差
360X1028,360,9.93162201188988,0.9970201823611552,6.400000000000006,172.2,0.01830108946438013,0.0,-0.32482503255538137,-1.5068289473742897,0.6752006113870844,0.0,0.0002190335868947,0.0887412103152639,0.1448180792972469,中等方差
312X516,312,9.90347309136421,0.9957875259005621,6.0,91.0,0.03458218029188436,0.0,0.07870399261294132,-1.3545129957871107,0.6748184944593045,0.0,0.0001216836039425,0.0201237139360439,0.52,中等方差
312X380,312,9.901295792673174,0.9956920348785442,5.0,0.0,,0.00125,-0.19399487986465397,-1.011917413812799,0.6744363775315246,0.0,0.0001986735746232,0.0200188197105472,0.0,中等方差
344X209,344,9.89545676241608,0.9954358455175062,3.0,46.0,0.0683848803003544,0.07625,0.21534063989643704,0.7137211471756353,0.6740542606037447,0.0,0.0002489365407629,0.0703026844638096,0.0807692307692306,中等方差
312X23,312,9.893303345974399,0.995341325509539,3.5,103.0,0.030537497051550823,0.00125,-0.8018965495454456,-0.2980873348616968,0.6736721436759648,0.0,8.7581237317848e-05,0.0171056376392406,0.0,中等方差
520X23,520,9.877106727984565,0.9946297466028998,6.0,492.0,0.00638777735605025,0.015,-0.37085879753808026,-1.7975244875757268,0.6732900267481849,0.6,0.0003691481219238,0.1530702798592774,0.0166666666666666,中等方差
312X483,312,9.876979683250713,0.9946241604344769,4.0,27.0,0.11639874988870179,0.00125,0.5292317102303216,-0.590560701800293,0.672907909820405,0.0,0.0001728020706272,0.0352591334771562,0.75,中等方差
330X601,330,9.868669085732165,0.9942585865403022,3.2775000000000034,96.99,0.032389357562639595,0.0,-3.105515254695923,42.927375973868386,0.6725257928926252,0.0,0.0002062813268538,0.0195872456198587,0.3236114709677296,中等方差
312X379,312,9.83839173967471,0.9929241110665677,5.0,0.0,,0.0,-0.28161846720010075,-0.8148624871131465,0.6721436759648453,0.0,0.0002655080986589,0.0276879411946503,0.0,中等方差
440AX122,440A,9.781416708385509,0.9904017611347786,2.0249999999999773,585.0,0.005346197696947385,0.0,-1.1259873400146447,4.7806626791219395,0.6717615590370654,0.0,0.0001434393357421,0.0810841601630412,0.1691228070175726,中等方差
312X22,312,9.78058491033583,0.9903648277666816,6.5,100.5,0.03111833502164005,0.00125,0.38278574750867833,-1.5168735286548471,0.6713794421092855,0.0,0.0001919528468529,0.0696350190570342,0.0,中等方差
330X231,330,9.717156342928652,0.9875391903108798,3.434999999999988,96.47,0.03231300268009051,0.0,1.3787621687935934,1.8862745143079511,0.6709973251815056,0.0,0.0002121783058828,0.0187651791159771,0.2781265961512318,中等方差
340X121,340,9.574428973717257,0.9811128817572418,1.0,6002.0,0.0005155377238898396,0.0,15.70269481417424,269.4257024501917,0.6706152082537257,0.0,0.0002354560132631,0.0605069332961145,0.0,中等方差
750X635,750,9.524237386576957,0.9788302114278902,1.3700000000000045,81.02,0.038091043201117405,0.0,-1.3718120741552449,3.9686423072127344,0.6702330913259458,0.0,0.000495676202524,0.1394124443576133,0.783585519622789,中等方差
330X398,330,9.466311336670843,0.9761807838394179,3.872499999999988,97.095,0.03168790488749791,0.0,0.2868271390510387,-0.22163939384977205,0.6698509743981659,0.0,0.0002516892669891,0.0933913756902698,0.3595030470963875,中等方差
330X381,330,9.44826855303503,0.9753522289580899,4.112499999999997,95.6,0.03215275729097346,0.0,-0.5495089128296473,7.008171273337409,0.669468857470386,0.0,0.0002250948821606,0.0554776089910038,0.617957090856445,中等方差
330X264,330,9.348935518773475,0.9707621643868818,3.5150000000000006,96.935,0.031542816361857635,0.0,-0.3948806049747994,9.565363089864091,0.6690867405426061,0.0,0.0001781977769316,0.0254600614816794,0.0623809126793548,中等方差
330X405,330,9.343867188986232,0.9705266568765937,4.036500000000004,95.20150000000001,0.03210846450901871,0.0,0.03818556524374052,0.45033159288063507,0.6687046236148262,0.0,0.000144701150122,0.0417823903252533,0.2948971825970051,中等方差
330X391,330,9.308609810857329,0.9688848263567794,3.825000000000003,95.035,0.03210397689197748,0.0,-0.5732296503699623,7.222283367142367,0.6683225066870463,0.0,0.0002472910250536,0.0578307796705884,0.5671201803511743,中等方差
344X163,344,9.26645650813511,0.966913691731627,3.0,34.0,0.08953192635862986,0.0,0.9691950913352555,3.15446216588946,0.6679403897592663,0.0,0.0002090019224559,0.0669416625290985,0.0,中等方差
750X1356,750,9.16742021276587,0.9622471388337531,4.0,-12.7,0.23840746421911035,0.0,-0.046830665725950835,1.542899521289419,0.6675582728314864,0.4,0.0003182709785733,0.1946886871982661,0.0,中等方差
330X375,330,9.16300075471841,0.9620377223360513,4.32974999999999,97.388,0.03108231905495674,0.0,0.25778273323633866,-0.4110126791657258,0.6671761559037065,0.0,0.0003106987239383,0.0898080401217978,0.6405143905683296,中等方差
312X529,312,9.160824464164165,0.9619345614543161,5.0,43.0,0.07038803237984566,0.00125,1.2192452231831992,0.10405279159853364,0.6667940389759266,0.0,0.0001508576361994,0.0648094729409093,0.9,中等方差
440AX112,440A,9.084585591364212,0.9583051210233978,3.400000000000091,574.1,0.005250069029076996,0.0,0.6013910691019446,2.965007250509177,0.6664119220481467,0.0,0.000226806343228,0.1029702794227428,0.0283411731346196,中等方差
330X258,330,9.073601832290356,0.9577797176417902,4.056999999999988,98.065,0.030716789826247298,0.0,0.7629470289985987,0.3934715474452748,0.6660298051203668,0.0,0.0002257091529317,0.0149280651937443,0.0687842167895227,中等方差
330X221,330,9.009492610137665,0.9547003333961319,2.9224999999999994,95.19,0.031532531618186546,0.0,1.4608426695634606,2.2614383953564987,0.6656476881925869,0.0,0.0002402241337604,0.0189884636007989,0.4130212041309414,中等方差
330X458,330,8.942368157697118,0.9514525458233312,4.135000000000005,96.505,0.03098678064898992,0.0,-1.6245161050146695,12.338196390610932,0.665265571264807,0.0,0.0001943009584922,0.0648445660745034,0.4215834803417911,中等方差
330X385,330,8.930441369197432,0.9508729235548448,4.0595,96.733,0.030893122387080744,0.0,0.23914862034967407,-0.3624423051804291,0.6648834543370271,0.0,0.0002730426706199,0.0919539011217618,0.6139867790355975,中等方差
330X608,330,8.915540619367958,0.9501476830009582,2.852499999999992,97.44,0.030643372903812752,0.0,-3.58120191103808,50.43106629255109,0.6645013374092472,0.0,0.000151118288802,0.0245503720431862,0.3403194514250665,中等方差
330X284,330,8.903306675688363,0.9495513329701368,3.802500000000009,97.61,0.030569008571590298,0.0,-0.6057667908721783,9.539050150531086,0.6641192204814673,0.0,0.0002523424316204,0.0190755674337452,0.0816436069149264,中等方差
312X752,312,8.790262828535573,0.9440018606569578,3.0,87.0,0.03407859472041147,0.0,-14.2888758031062,323.8749361192981,0.6637371035536874,0.0,0.0001488469455328,0.0450472945150711,0.3333333333333333,中等方差
330X512,330,8.761783135755632,0.9425924996855474,3.733249999999998,97.223,0.03044578890727715,0.0,0.1518177672774522,0.5914659202402306,0.6633549866259075,0.0,0.000124577585789,0.0239448495715327,0.3364498031461577,中等方差
330X254,330,8.737200381570727,0.9413722960657167,3.1525000000000034,96.02,0.03078395718980749,0.0,-0.4874688518248679,11.447191010666232,0.6629728696981276,0.0,0.0001982418310343,0.0315381901643934,0.0832988729038703,中等方差
520X24,520,8.735060210656581,0.9412659029154903,6.0,493.0,0.005994956445034609,0.015,-0.356430483141697,-1.8777295872029738,0.6625907527703477,0.4,0.000320031626902,0.1495610854314628,0.0,中等方差
520X21,520,8.714962041808889,0.9402654998718475,6.0,493.0,0.005988055689334527,0.015,-0.3548588211596435,-1.877175251056796,0.6622086358425678,0.0,0.0002373408458135,0.1484771939966648,0.0,中等方差
440AX146,440A,8.69439299123906,0.9392392666426288,2.5,580.9,0.005075960768734874,0.0,0.2410463114845858,6.493229924623769,0.6618265189147879,0.0,0.0001274710249645,0.0880056403379445,0.4114836250705685,中等方差
360X1364,360,8.651952484198974,0.9371141256645511,5.01,7.63,0.3855072277213117,0.0,-0.6439225263415944,0.07155625980141789,0.661444401987008,0.0,0.0003632371951064,0.1513594189093453,0.5131331532716055,中等方差
330X606,330,8.627795646902388,0.9358998500983704,3.694999999999993,99.35,0.029565283896243733,0.0,0.594309662578825,0.4699835620974864,0.6610622850592281,0.0,0.000221976990084,0.0596120320418365,0.06572982930474,中等方差
330X472,330,8.620096744624522,0.935512140003461,5.328749999999985,97.697,0.03005210115775664,0.0,-0.07858912296882367,-0.3572093596177841,0.6606801681314483,0.0,0.0002283846059142,0.1207188321641914,0.542875908290658,中等方差
344X126,344,8.602282436897491,0.9346136975499024,7.0,-2.0,1.4664823930836581,0.07625,-0.482946447086947,-1.3433699727102963,0.6602980512036684,0.0,0.0002708228205213,0.0624360412790602,0.0,中等方差
330X278,330,8.545401759974975,0.9317324857856614,4.042000000000002,98.83699999999999,0.029576493775039025,0.0,0.5314478993949638,-0.12987331832674887,0.6599159342758885,0.0,0.0002893846759972,0.0242402845304287,0.0736435785718848,中等方差
520X22,520,8.52556292287741,0.9307230640549385,6.0,494.0,0.005910641014894988,0.015,-0.35758787915832385,-1.8317696380305195,0.6595338173481086,0.6,0.0003893772770517,0.1390227314821963,0.0,中等方差
330X244,330,8.50749118836043,0.9298015079472859,3.009999999999991,95.265,0.030617334726176407,0.0,-0.4720214743478047,12.212477382563922,0.6591517004203287,0.0,0.0001908497320425,0.0299715165014864,0.1499713972495885,中等方差
440AX136,440A,8.41213703066336,0.9249063385716104,3.1000000000000227,574.6,0.005047630404035964,0.0,1.3775169182048155,3.1457282813654572,0.6587695834925488,0.0,0.0002208568097984,0.0760966149459749,0.0531071537556372,中等方差
330X492,330,8.407962448959637,0.9246907634095725,4.888499999999993,98.945,0.029305661496950863,0.0,-0.7524676987800104,4.120125743018813,0.6583874665647688,0.0,0.000136071462377,0.095911154384812,0.5781837021212082,中等方差
330X562,330,8.376076820400495,0.9230406517800315,3.6712500000000006,96.44,0.03000980159629296,0.0,0.3615296720374481,2.3759993234640913,0.6580053496369889,0.0,0.0002064352283537,0.0237182192897562,0.2624497004322975,中等方差
440AX137,440A,8.352147043178983,0.9217981316686142,1.1999999999999318,593.8,0.004866972278455442,0.0,-2.2751183666565815,5.1424998439913505,0.657623232709209,0.0,0.0001229450682652,0.0791628836025287,0.3855235279625325,中等方差
312X31,312,8.334841989987401,0.9208973709874169,5.5,95.5,0.0302304988598966,0.0,-0.43931052077758626,-1.5528672205748324,0.6572411157814291,0.0,0.0001292678981856,0.0410391469486488,0.1428571428571428,中等方差
330X462,330,8.297855233416778,0.9189658537423289,5.1457499999999925,98.06,0.02937589031667721,0.0,-0.15006576581995076,0.14648157176531296,0.6568589988536492,0.0,0.0001513897779609,0.125975106929243,0.4542735233876537,中等方差
330X615,330,8.27465653066334,0.917749975869699,2.4849999999999994,97.46,0.029515393722122238,0.0,-4.030202711464299,58.872189252746004,0.6564768819258693,0.0,0.0001887528359484,0.0318509516404891,0.1886548786372957,中等方差
312X97,312,8.241307502997413,0.9159961190138365,0.0,0.0,,0.1375,3.1213446767349917,8.570714230694625,0.6560947649980894,0.0,0.0001764265277211,0.041507988497652,0.0,中等方差
330X401,330,8.21847928269712,0.9147914647137698,3.124999999999986,94.59,0.030307527429588407,0.0,-0.8288845879942253,10.124235488322494,0.6557126480703095,0.0,0.0002530416872838,0.055947068342686,0.4064377289073523,中等方差
330X234,330,8.182094192115136,0.9128644747810766,2.8500000000000085,94.42,0.030294810573361832,0.0,-0.6195597011874521,13.679277705043942,0.6553305311425296,0.0,0.000159348598278,0.03456970746958,0.342652755611966,中等方差
330X482,330,8.17936382352316,0.9127195263268579,4.899499999999989,98.77850000000001,0.028953251062813212,0.0,-0.7023500870702442,4.299695414151161,0.6549484142147497,0.0,0.0002521685091954,0.1123668426100898,0.6075973486372048,中等方差
344X121,344,8.160300375469328,0.9117061451518859,6.0,0.0,,0.0,-0.5293388528620815,-1.2746844718114834,0.6545662972869698,0.0,0.0003421386067465,0.043162190559568,0.0,中等方差
330X248,330,8.072800861975905,0.9070242395375873,3.6502499999999856,97.1815,0.029236711458014836,0.0,0.8983492167668669,0.8445949343272559,0.6541841803591899,0.0,0.0002661024180984,0.0127304212569374,0.1514340434913847,中等方差
330X475,330,8.017013244055065,0.9040126010497123,4.799999999999997,98.76,0.0286698367000958,0.0,-0.06166228974641689,-0.43526416484074915,0.65380206343141,0.0,0.0002181364968379,0.1350558101657826,0.5941003736859186,中等方差
344X122,344,8.006212159550476,0.9034270944502282,6.0,0.0,,0.07625,-0.512212787282743,-1.2709074313939521,0.6534199465036301,0.0,0.0002257812405247,0.0515629250242978,0.0,中等方差
340X6,340,7.9101861702128415,0.8981867049571797,6.0,106.0,0.026533069048527542,0.0,-0.7683510712746044,-1.0895257586851141,0.6530378295758502,0.0,0.0003343233737838,0.0606383174059177,0.1666666666666666,中等方差
330X238,330,7.85995965976064,0.895420317084152,3.362499999999997,96.375,0.02909013706171285,0.0,1.0034011096518756,1.143772954341551,0.6526557126480703,0.0,0.0002432374204919,0.0128191466122223,0.176826261418342,中等方差
330X155,330,7.83436189236545,0.8940036290228348,4.217500000000001,95.57,0.02928736019661099,0.0,-1.2486716471889192,9.81016144829076,0.6522735957202904,0.0,0.0002405121873032,0.0210735593451066,0.4102133720856493,中等方差
330X418,330,7.8247899367960025,0.8934726873667417,2.6599999999999966,94.34,0.029651076941544997,0.0,-1.2706861221183898,11.938172208910183,0.6518914787925105,0.0,0.0001896131434723,0.0703972015310735,0.2042562884922717,中等方差
312X42,312,7.806927362210275,0.8924801385887159,6.5,100.5,0.027801869953166414,0.00125,0.17878695367359235,-1.641997857311363,0.6515093618647306,0.0,0.0002051352990819,0.0201231055352939,0.3846153846153846,中等方差
340X8,340,7.7822277847308365,0.8911039383931774,6.0,101.0,0.02762044017201104,0.0,0.4503787996244537,-1.7394255547391642,0.6511272449369507,0.0,0.0003334167534063,0.083925337322704,0.1666666666666666,中等方差
340X3,340,7.694017521902426,0.8861531710086016,4.0,112.0,0.02476615364207952,0.0,-1.1901692955791117,1.1695594222516688,0.6507451280091708,0.0,0.0002552141254044,0.0268417059927963,0.0,中等方差
330X182,330,7.651071777065083,0.8837222762336072,2.7524999999999977,96.66499999999999,0.028614876959705993,0.0,0.9630834130440102,1.3013250042780067,0.6503630110813909,0.0,0.0003503497649899,0.0891299394331864,0.3541877703955678,中等方差
330X224,330,7.643735819618269,0.8833056686937213,2.730000000000004,93.41499999999999,0.029596217905870952,0.0,-0.7452707551709425,15.563979397665792,0.649980894153611,0.0,0.0001593660107771,0.0227761541092464,0.5025900132849627,中等方差
330X502,330,7.592449814142677,0.8803819299267613,4.391000000000005,99.173,0.02778417553184337,0.0,-0.9166287848629764,5.293791775197166,0.6495987772258311,0.0,0.0002008568180683,0.0837991062587858,0.555243763373191,中等方差
210X108,210,7.576790738423116,0.879485292739317,0.0,39.0,0.07057941255733342,0.0,-14.06180642438977,196.2289666343146,0.6492166602980513,0.0,4.779609482618346e-07,0.0583783463366775,0.0,中等方差
210X110,210,7.5767907384231075,0.8794852927393164,0.0,39.0,0.07057941255733338,0.0,-14.061806424389774,196.22896663431462,0.6488345433702714,0.0,9.914293793825458e-06,0.0676100310546478,0.0,中等方差
750X1245,750,7.499999598091357,0.8750612401188053,1.3149999999999977,81.33,0.03367284783164498,0.0,-2.5436932757053614,7.476856315875585,0.6484524264424913,0.0,0.0003217480205716,0.1911867209793361,0.9368671257709454,中等方差
330X465,330,7.483411702127675,0.8740996387208005,4.627500000000012,99.05,0.027618198041915062,0.0,-0.07622524448815925,0.27258281025421693,0.6480703095147115,0.0,0.0001997552176212,0.1446412525946631,0.5536561069176383,中等方差
330X557,330,7.478904818523154,0.8738380061405088,3.625,97.655,0.028004286927477612,0.0,0.7475923469265054,0.5892856148023875,0.6476881925869316,0.0,0.0001574296235106,0.0204188362950295,0.0659714829510335,中等方差
330X613,330,7.477956691958699,0.873782945640637,3.1049999999999898,99.275,0.027545558166859344,0.0,0.6133517640732151,0.6392167714403509,0.6473060756591517,0.0,0.0001733651007924,0.0732535966582294,0.1375262421216431,中等方差
330X448,330,7.4075257783166535,0.8696731715069581,3.5649999999999977,95.245,0.028575536939438442,0.0,-1.902362378159009,16.593603605889847,0.6469239587313718,0.0,0.0001612800516675,0.0885293871124545,0.490911581202614,中等方差
312X48,312,7.402459057531268,0.8693760140164305,3.0,97.0,0.0280489283295628,0.00125,-0.5261261258942321,-1.0969404447055064,0.6465418418035919,0.0,0.0001666459497604,0.0244857419490369,0.0,中等方差
220X114,220,7.376724221600133,0.8678635476882777,4.7093075,-4.0310435,0.6737740635087911,0.0,0.6022040521654082,-0.9015538782123991,0.646159724875812,0.0,0.0002361147436837,0.0051017058990146,0.3816530927296823,中等方差
330X597,330,7.359692618767206,0.866859676190634,3.460000000000008,97.97,0.027690878243807227,0.0,0.23758932826321189,1.185286538295152,0.6457776079480321,0.0,0.0001745830912012,0.0390879049135841,0.2335889342586262,中等方差
