feature,position,operation,status,missing_rate,zero_rate,n_unique,timestamp_ratio
330X331,1690,330,kept_numeric,0.0,0.0,536,0.0
330X332,1691,330,removed_duplicate,0.0,0.0,536,0.0
330X333,1692,330,kept_numeric,0.0,0.0,365,0.0
330X335,1693,330,kept_numeric,0.0,0.0,657,0.0
330X336,1694,330,removed_duplicate,0.0,0.0,657,0.0
330X338,1695,330,kept_numeric,0.0,0.0,542,0.0
330X339,1696,330,removed_duplicate,0.0,0.0,542,0.0
330X341,1697,330,kept_numeric,0.0,0.0,529,0.0
330X342,1698,330,removed_duplicate,0.0,0.0,529,0.0
330X343,1699,330,kept_numeric,0.0,0.0,356,0.0
330X345,1700,330,kept_numeric,0.0,0.0,670,0.0
330X346,1701,330,removed_duplicate,0.0,0.0,670,0.0
330X348,1702,330,kept_numeric,0.0,0.0,534,0.0
330X349,1703,330,removed_duplicate,0.0,0.0,534,0.0
330X351,1704,330,kept_numeric,0.0,0.0,516,0.0
330X352,1705,330,removed_duplicate,0.0,0.0,516,0.0
330X353,1706,330,kept_numeric,0.0,0.0,498,0.0
330X355,1707,330,kept_numeric,0.0,0.0,672,0.0
330X356,1708,330,removed_duplicate,0.0,0.0,672,0.0
330X358,1709,330,kept_numeric,0.0,0.0,558,0.0
330X359,1710,330,removed_duplicate,0.0,0.0,558,0.0
330X361,1711,330,kept_numeric,0.0,0.0,521,0.0
330X362,1712,330,removed_duplicate,0.0,0.0,521,0.0
330X363,1713,330,kept_numeric,0.0,0.0,16,0.0
330X365,1714,330,kept_numeric,0.0,0.0,669,0.0
330X366,1715,330,removed_duplicate,0.0,0.0,669,0.0
330X368,1716,330,kept_numeric,0.0,0.0,546,0.0
330X369,1717,330,removed_duplicate,0.0,0.0,546,0.0
330X371,1718,330,kept_numeric,0.0,0.0,531,0.0
330X372,1719,330,removed_duplicate,0.0,0.0,531,0.0
330X373,1720,330,kept_numeric,0.0,0.0,16,0.0
330X375,1721,330,kept_numeric,0.0,0.0,665,0.0
330X376,1722,330,removed_duplicate,0.0,0.0,665,0.0
330X378,1723,330,kept_numeric,0.0,0.0,539,0.0
330X379,1724,330,removed_duplicate,0.0,0.0,539,0.0
330X381,1725,330,kept_numeric,0.0,0.0,523,0.0
330X382,1726,330,removed_duplicate,0.0,0.0,523,0.0
330X383,1727,330,kept_numeric,0.0,0.0,21,0.0
330X385,1728,330,kept_numeric,0.0,0.0,661,0.0
330X386,1729,330,removed_duplicate,0.0,0.0,661,0.0
330X388,1730,330,kept_numeric,0.0,0.0,562,0.0
330X389,1731,330,removed_duplicate,0.0,0.0,562,0.0
330X391,1732,330,kept_numeric,0.0,0.0,514,0.0
330X392,1733,330,removed_duplicate,0.0,0.0,514,0.0
330X393,1734,330,kept_numeric,0.0,0.0,114,0.0
330X395,1735,330,kept_numeric,0.0,0.0,656,0.0
330X396,1736,330,removed_duplicate,0.0,0.0,656,0.0
330X398,1737,330,kept_numeric,0.0,0.0,546,0.0
330X399,1738,330,removed_duplicate,0.0,0.0,546,0.0
330X401,1739,330,kept_numeric,0.0,0.0,514,0.0
330X402,1740,330,removed_duplicate,0.0,0.0,514,0.0
330X403,1741,330,kept_numeric,0.0,0.0,340,0.0
330X405,1742,330,kept_numeric,0.0,0.0,673,0.0
330X407,1743,330,kept_numeric,0.0,0.0,554,0.0
330X409,1744,330,kept_numeric,0.0,0.0,534,0.0
330X410,1745,330,kept_numeric,0.0,0.0,103,0.0
330X412,1746,330,kept_numeric,0.0,0.0,639,0.0
330X413,1747,330,removed_duplicate,0.0,0.0,639,0.0
330X415,1748,330,kept_numeric,0.0,0.0,519,0.0
330X416,1749,330,removed_duplicate,0.0,0.0,519,0.0
330X418,1750,330,kept_numeric,0.0,0.0,495,0.0
330X419,1751,330,removed_duplicate,0.0,0.0,495,0.0
330X420,1752,330,kept_numeric,0.0,0.0,215,0.0
330X422,1753,330,kept_numeric,0.0,0.0,641,0.0
330X423,1754,330,removed_duplicate,0.0,0.0,641,0.0
330X425,1755,330,kept_numeric,0.0,0.0,497,0.0
330X426,1756,330,removed_duplicate,0.0,0.0,497,0.0
330X428,1757,330,kept_numeric,0.0,0.0,492,0.0
330X429,1758,330,removed_duplicate,0.0,0.0,492,0.0
330X430,1759,330,kept_numeric,0.0,0.0,2,0.0
330X432,1760,330,kept_numeric,0.0,0.0,645,0.0
330X433,1761,330,removed_duplicate,0.0,0.0,645,0.0
330X435,1762,330,kept_numeric,0.0,0.0,487,0.0
330X436,1763,330,removed_duplicate,0.0,0.0,487,0.0
330X438,1764,330,kept_numeric,0.0,0.0,494,0.0
330X439,1765,330,removed_duplicate,0.0,0.0,494,0.0
330X440,1766,330,kept_numeric,0.0,0.0,3,0.0
330X442,1767,330,kept_numeric,0.0,0.0,633,0.0
330X443,1768,330,removed_duplicate,0.0,0.0,633,0.0
330X445,1769,330,kept_numeric,0.0,0.0,470,0.0
330X446,1770,330,removed_duplicate,0.0,0.0,470,0.0
330X448,1771,330,kept_numeric,0.0,0.0,469,0.0
330X449,1772,330,removed_duplicate,0.0,0.0,469,0.0
330X450,1773,330,kept_numeric,0.0,0.0,3,0.0
330X452,1774,330,kept_numeric,0.0,0.0,636,0.0
330X453,1775,330,removed_duplicate,0.0,0.0,636,0.0
330X455,1776,330,kept_numeric,0.0,0.0,459,0.0
330X456,1777,330,removed_duplicate,0.0,0.0,459,0.0
330X458,1778,330,kept_numeric,0.0,0.0,509,0.0
330X459,1779,330,removed_duplicate,0.0,0.0,509,0.0
330X460,1780,330,kept_numeric,0.0,0.0,36,0.0
330X462,1781,330,kept_numeric,0.0,0.0,656,0.0
330X463,1782,330,removed_duplicate,0.0,0.0,656,0.0
330X465,1783,330,kept_numeric,0.0,0.0,496,0.0
330X466,1784,330,removed_duplicate,0.0,0.0,496,0.0
330X468,1785,330,kept_numeric,0.0,0.0,538,0.0
330X469,1786,330,removed_duplicate,0.0,0.0,538,0.0
330X470,1787,330,kept_numeric,0.0,0.0,34,0.0
330X472,1788,330,kept_numeric,0.0,0.0,661,0.0
330X473,1789,330,removed_duplicate,0.0,0.0,661,0.0
330X475,1790,330,kept_numeric,0.0,0.0,512,0.0
330X476,1791,330,removed_duplicate,0.0,0.0,512,0.0
330X478,1792,330,kept_numeric,0.0,0.0,530,0.0
330X479,1793,330,removed_duplicate,0.0,0.0,530,0.0
330X480,1794,330,kept_numeric,0.0,0.0,70,0.0
330X482,1795,330,kept_numeric,0.0,0.0,650,0.0
330X483,1796,330,removed_duplicate,0.0,0.0,650,0.0
330X485,1797,330,kept_numeric,0.0,0.0,500,0.0
330X486,1798,330,removed_duplicate,0.0,0.0,500,0.0
330X488,1799,330,kept_numeric,0.0,0.0,513,0.0
330X489,1800,330,removed_duplicate,0.0,0.0,513,0.0
330X490,1801,330,kept_numeric,0.0,0.0,3,0.0
330X492,1802,330,kept_numeric,0.0,0.0,650,0.0
330X493,1803,330,removed_duplicate,0.0,0.0,650,0.0
330X495,1804,330,kept_numeric,0.0,0.0,521,0.0
330X496,1805,330,removed_duplicate,0.0,0.0,521,0.0
330X498,1806,330,kept_numeric,0.0,0.0,523,0.0
330X499,1807,330,removed_duplicate,0.0,0.0,523,0.0
330X500,1808,330,kept_numeric,0.0,0.0,3,0.0
330X502,1809,330,kept_numeric,0.0,0.0,661,0.0
330X503,1810,330,removed_duplicate,0.0,0.0,661,0.0
330X505,1811,330,kept_numeric,0.0,0.0,518,0.0
330X506,1812,330,removed_duplicate,0.0,0.0,518,0.0
330X508,1813,330,kept_numeric,0.0,0.0,524,0.0
330X509,1814,330,removed_duplicate,0.0,0.0,524,0.0
330X510,1815,330,kept_numeric,0.0,0.0,492,0.0
330X512,1816,330,kept_numeric,0.0,0.0,676,0.0
330X514,1817,330,kept_numeric,0.0,0.0,543,0.0
330X516,1818,330,kept_numeric,0.0,0.0,516,0.0
330X517,1819,330,kept_numeric,0.0,0.0,4,0.0
330X519,1820,330,kept_numeric,0.0,0.0,652,0.0
330X520,1821,330,removed_duplicate,0.0,0.0,652,0.0
330X522,1822,330,kept_numeric,0.0,0.0,482,0.0
330X523,1823,330,removed_duplicate,0.0,0.0,482,0.0
330X525,1824,330,kept_numeric,0.0,0.0,508,0.0
330X526,1825,330,removed_duplicate,0.0,0.0,508,0.0
330X527,1826,330,kept_numeric,0.0,0.0,478,0.0
330X529,1827,330,kept_numeric,0.0,0.0,641,0.0
330X530,1828,330,removed_duplicate,0.0,0.0,641,0.0
330X532,1829,330,kept_numeric,0.0,0.0,519,0.0
330X533,1830,330,removed_duplicate,0.0,0.0,519,0.0
330X535,1831,330,kept_numeric,0.0,0.0,536,0.0
330X536,1832,330,removed_duplicate,0.0,0.0,536,0.0
330X537,1833,330,kept_numeric,0.0,0.0,502,0.0
330X539,1834,330,kept_numeric,0.0,0.0,650,0.0
330X541,1835,330,kept_numeric,0.0,0.0,502,0.0
330X542,1836,330,removed_duplicate,0.0,0.0,502,0.0
330X544,1837,330,kept_numeric,0.0,0.0,522,0.0
330X545,1838,330,removed_duplicate,0.0,0.0,522,0.0
330X546,1839,330,kept_numeric,0.0,0.0,474,0.0
330X548,1840,330,kept_numeric,0.0,0.0,627,0.0
330X550,1841,330,kept_numeric,0.0,0.0,492,0.0
330X552,1842,330,kept_numeric,0.0,0.0,493,0.0
330X553,1843,330,kept_numeric,0.0,0.0,79,0.0
330X555,1844,330,kept_numeric,0.0,0.0,659,0.0
330X557,1845,330,kept_numeric,0.0,0.0,499,0.0
330X559,1846,330,kept_numeric,0.0,0.0,482,0.0
330X560,1847,330,kept_numeric,0.0,0.0,78,0.0
330X562,1848,330,kept_numeric,0.0,0.0,673,0.0
330X564,1849,330,kept_numeric,0.0,0.0,552,0.0
330X566,1850,330,kept_numeric,0.0,0.0,517,0.0
330X567,1851,330,kept_numeric,0.0,0.0,157,0.0
330X569,1852,330,kept_numeric,0.0,0.0,682,0.0
330X571,1853,330,kept_numeric,0.0,0.0,583,0.0
330X573,1854,330,kept_numeric,0.0,0.0,543,0.0
330X574,1855,330,kept_numeric,0.0,0.0,346,0.0
330X576,1856,330,kept_numeric,0.0,0.0,695,0.0
330X578,1857,330,kept_numeric,0.0,0.0,600,0.0
330X580,1858,330,kept_numeric,0.0,0.0,583,0.0
330X581,1859,330,kept_numeric,0.0,0.0,353,0.0
330X583,1860,330,kept_numeric,0.0,0.0,714,0.0
330X585,1861,330,kept_numeric,0.0,0.0,619,0.0
330X587,1862,330,kept_numeric,0.0,0.0,587,0.0
330X588,1863,330,kept_numeric,0.0,0.0,505,0.0
330X590,1864,330,kept_numeric,0.0,0.0,723,0.0
330X592,1865,330,kept_numeric,0.0,0.0,650,0.0
330X594,1866,330,kept_numeric,0.0,0.0,621,0.0
330X595,1867,330,kept_numeric,0.0,0.0,125,0.0
330X597,1868,330,kept_numeric,0.0,0.0,654,0.0
330X599,1869,330,kept_numeric,0.0,0.0,548,0.0
330X601,1870,330,kept_numeric,0.0,0.0,516,0.0
330X602,1871,330,kept_numeric,0.0,0.0,121,0.0
330X604,1872,330,kept_numeric,0.0,0.0,661,0.0
330X606,1873,330,kept_numeric,0.0,0.0,523,0.0
330X608,1874,330,kept_numeric,0.0,0.0,495,0.0
330X609,1875,330,kept_numeric,0.0,0.0,208,0.0
330X611,1876,330,kept_numeric,0.0,0.0,641,0.0
330X613,1877,330,kept_numeric,0.0,0.0,509,0.0
330X615,1878,330,kept_numeric,0.0,0.0,497,0.0
330X616,1879,330,kept_numeric,0.0,0.0,317,0.0
330X618,1880,330,kept_numeric,0.0,0.0,631,0.0
330X620,1881,330,kept_numeric,0.0,0.0,491,0.0
330X622,1882,330,kept_numeric,0.0,0.0,485,0.0
330X624,1883,330,removed_constant,0.0,0.0,1,0.0
330X625,1884,330,removed_constant,0.0,0.0,1,0.0
330X626,1885,330,kept_numeric,0.0,0.0,118,0.0
330X628,1886,330,kept_numeric,0.0,0.32875,57,0.0
330X630,1887,330,kept_numeric,0.0,0.32875,26,0.0
330X632,1888,330,kept_numeric,0.0,0.32875,27,0.0
330X633,1889,330,kept_numeric,0.0,0.0,510,0.0
330X635,1890,330,kept_numeric,0.0,0.3125,12,0.0
330X637,1891,330,kept_numeric,0.0,0.3125,10,0.0
330X639,1892,330,kept_numeric,0.0,0.3125,10,0.0
330X640,1893,330,converted_timestamp,0.0,0.0,28,1.0
330X641,1894,330,removed_duplicate,0.0,0.0,28,1.0
330X642,1895,330,kept_numeric,0.0,0.825,7,0.0
330X643,1896,330,removed_duplicate,0.0,0.825,7,0.0
330X644,1897,330,removed_constant,0.0,0.0,1,0.0
330X645,1898,330,removed_constant,0.0,0.0,1,0.0
330X646,1899,330,removed_constant,0.0,0.0,1,0.0
330X647,1900,330,removed_constant,0.0,0.0,1,0.0
330X648,1901,330,removed_constant,0.0,0.0,1,0.0
330X649,1902,330,removed_duplicate,0.0,0.0,4,0.0
330X651,1903,330,removed_duplicate,0.0,0.0,215,0.0
330X652,1904,330,removed_duplicate,0.0,0.0,215,0.0
330X654,1905,330,removed_duplicate,0.0,0.0,114,0.0
330X655,1906,330,removed_duplicate,0.0,0.0,114,0.0
330X657,1907,330,removed_duplicate,0.0,0.0,103,0.0
330X658,1908,330,removed_duplicate,0.0,0.0,103,0.0
330X659,1909,330,removed_constant,0.0,1.0,1,0.0
330X661,1910,330,removed_duplicate,0.0,0.0,21,0.0
330X662,1911,330,removed_duplicate,0.0,0.0,21,0.0
330X664,1912,330,removed_duplicate,0.0,0.0,16,0.0
330X665,1913,330,removed_duplicate,0.0,0.0,16,0.0
330X667,1914,330,removed_duplicate,0.0,0.0,16,0.0
330X668,1915,330,removed_duplicate,0.0,0.0,16,0.0
ERROR:#N/A (#1),1916,META,removed_constant,0.0,1.0,1,0.0
330X669,1917,330,kept_numeric,0.0,0.0,22,0.0
330X671,1918,330,kept_numeric,0.0,0.0,509,0.0
330X672,1919,330,removed_duplicate,0.0,0.0,509,0.0
330X674,1920,330,kept_numeric,0.0,0.0,355,0.0
330X675,1921,330,removed_duplicate,0.0,0.0,355,0.0
330X677,1922,330,kept_numeric,0.0,0.0,365,0.0
330X678,1923,330,removed_duplicate,0.0,0.0,365,0.0
330X679,1924,330,removed_constant,0.0,1.0,1,0.0
330X681,1925,330,removed_duplicate,0.0,0.0,498,0.0
330X682,1926,330,removed_duplicate,0.0,0.0,498,0.0
330X684,1927,330,removed_duplicate,0.0,0.0,365,0.0
330X685,1928,330,removed_duplicate,0.0,0.0,365,0.0
330X687,1929,330,removed_duplicate,0.0,0.0,356,0.0
330X688,1930,330,removed_duplicate,0.0,0.0,356,0.0
ERROR:#N/A_1 (#1),1931,META,removed_constant,0.0,1.0,1,0.0
330X689,1932,330,kept_numeric,0.0,0.0,96,0.0
330X691,1933,330,kept_numeric,0.0,0.0,495,0.0
330X692,1934,330,removed_duplicate,0.0,0.0,495,0.0
330X694,1935,330,kept_numeric,0.0,0.0,335,0.0
330X695,1936,330,removed_duplicate,0.0,0.0,335,0.0
330X697,1937,330,kept_numeric,0.0,0.0,338,0.0
330X698,1938,330,removed_duplicate,0.0,0.0,338,0.0
330X699,1939,330,kept_numeric,0.0,0.0,88,0.0
330X701,1940,330,kept_numeric,0.0,0.0,512,0.0
330X702,1941,330,removed_duplicate,0.0,0.0,512,0.0
330X704,1942,330,kept_numeric,0.0,0.0,355,0.0
330X705,1943,330,removed_duplicate,0.0,0.0,355,0.0
330X707,1944,330,kept_numeric,0.0,0.0,365,0.0
330X708,1945,330,removed_duplicate,0.0,0.0,365,0.0
330X709,1946,330,kept_numeric,0.0,0.02125,9,0.0
330X711,1947,330,removed_duplicate,0.0,0.0,510,0.0
330X712,1948,330,removed_duplicate,0.0,0.0,510,0.0
330X714,1949,330,kept_numeric,0.0,0.0,372,0.0
330X715,1950,330,removed_duplicate,0.0,0.0,372,0.0
330X717,1951,330,kept_numeric,0.0,0.0,364,0.0
330X718,1952,330,removed_duplicate,0.0,0.0,364,0.0
330X719,1953,330,kept_numeric,0.0,0.0,4,0.0
330X721,1954,330,removed_duplicate,0.0,0.0,492,0.0
330X722,1955,330,removed_duplicate,0.0,0.0,492,0.0
330X724,1956,330,removed_duplicate,0.0,0.0,319,0.0
330X725,1957,330,removed_duplicate,0.0,0.0,319,0.0
330X727,1958,330,removed_duplicate,0.0,0.0,340,0.0
330X728,1959,330,removed_duplicate,0.0,0.0,340,0.0
330X729,1960,330,kept_numeric,0.0,0.0,7,0.0
330X731,1961,330,removed_duplicate,0.0,0.0,467,0.0
330X732,1962,330,removed_duplicate,0.0,0.0,467,0.0
330X734,1963,330,removed_duplicate,0.0,0.0,317,0.0
330X735,1964,330,removed_duplicate,0.0,0.0,317,0.0
330X737,1965,330,removed_duplicate,0.0,0.0,321,0.0
330X738,1966,330,removed_duplicate,0.0,0.0,321,0.0
330X739,1967,330,removed_constant,0.0,1.0,1,0.0
330X741,1968,330,removed_duplicate,0.0,0.0,469,0.0
330X742,1969,330,removed_duplicate,0.0,0.0,469,0.0
330X744,1970,330,removed_duplicate,0.0,0.0,317,0.0
330X745,1971,330,removed_duplicate,0.0,0.0,317,0.0
330X747,1972,330,removed_duplicate,0.0,0.0,331,0.0
330X748,1973,330,removed_duplicate,0.0,0.0,331,0.0
330X749,1974,330,kept_numeric,0.0,0.44625,5,0.0
330X751,1975,330,removed_duplicate,0.0,0.0,493,0.0
330X752,1976,330,removed_duplicate,0.0,0.0,493,0.0
330X754,1977,330,removed_duplicate,0.0,0.0,337,0.0
330X755,1978,330,removed_duplicate,0.0,0.0,337,0.0
330X757,1979,330,removed_duplicate,0.0,0.0,341,0.0
330X758,1980,330,removed_duplicate,0.0,0.0,341,0.0
330X759,1981,330,kept_numeric,0.0,0.44625,9,0.0
330X761,1982,330,removed_duplicate,0.0,0.0,494,0.0
330X762,1983,330,removed_duplicate,0.0,0.0,494,0.0
330X764,1984,330,removed_duplicate,0.0,0.0,343,0.0
330X765,1985,330,removed_duplicate,0.0,0.0,343,0.0
330X767,1986,330,removed_duplicate,0.0,0.0,355,0.0
330X768,1987,330,removed_duplicate,0.0,0.0,355,0.0
330X769,1988,330,kept_numeric,0.0,0.0,19,0.0
330X771,1989,330,kept_numeric,0.0,0.0,160,0.0
330X772,1990,330,removed_duplicate,0.0,0.0,160,0.0
330X774,1991,330,kept_numeric,0.0,0.0,76,0.0
330X775,1992,330,removed_duplicate,0.0,0.0,76,0.0
330X777,1993,330,kept_numeric,0.0,0.0,78,0.0
330X778,1994,330,removed_duplicate,0.0,0.0,78,0.0
330X779,1995,330,removed_constant,0.0,1.0,1,0.0
330X781,1996,330,removed_duplicate,0.0,0.0,203,0.0
330X783,1997,330,removed_duplicate,0.0,0.0,102,0.0
330X784,1998,330,removed_duplicate,0.0,0.0,102,0.0
330X786,1999,330,removed_duplicate,0.0,0.0,104,0.0
330X787,2000,330,removed_duplicate,0.0,0.0,203,0.0
330X788,2001,330,kept_numeric,0.0,0.0,19,0.0
330X790,2002,330,kept_numeric,0.0,0.0,194,0.0
330X791,2003,330,removed_duplicate,0.0,0.0,194,0.0
330X793,2004,330,kept_numeric,0.0,0.0,102,0.0
330X794,2005,330,removed_duplicate,0.0,0.0,102,0.0
330X796,2006,330,removed_duplicate,0.0,0.0,103,0.0
330X797,2007,330,removed_duplicate,0.0,0.0,103,0.0
330X798,2008,330,kept_numeric,0.0,0.0,76,0.0
330X800,2009,330,kept_numeric,0.0,0.0,141,0.0
330X801,2010,330,removed_duplicate,0.0,0.0,141,0.0
330X803,2011,330,kept_numeric,0.0,0.0,60,0.0
330X804,2012,330,removed_duplicate,0.0,0.0,60,0.0
330X806,2013,330,kept_numeric,0.0,0.0,60,0.0
330X807,2014,330,removed_duplicate,0.0,0.0,60,0.0
330X808,2015,330,kept_numeric,0.0,0.02125,9,0.0
330X810,2016,330,kept_numeric,0.0,0.0,215,0.0
330X811,2017,330,removed_duplicate,0.0,0.0,215,0.0
330X813,2018,330,kept_numeric,0.0,0.0,110,0.0
330X814,2019,330,removed_duplicate,0.0,0.0,110,0.0
330X816,2020,330,kept_numeric,0.0,0.0,110,0.0
330X817,2021,330,removed_duplicate,0.0,0.0,110,0.0
330X818,2022,330,kept_numeric,0.0,0.02125,9,0.0
330X820,2023,330,removed_duplicate,0.0,0.0,209,0.0
330X821,2024,330,removed_duplicate,0.0,0.0,209,0.0
330X823,2025,330,removed_duplicate,0.0,0.0,118,0.0
330X824,2026,330,removed_duplicate,0.0,0.0,118,0.0
330X826,2027,330,removed_duplicate,0.0,0.0,119,0.0
330X827,2028,330,removed_duplicate,0.0,0.0,119,0.0
330X828,2029,330,kept_numeric,0.0,0.0,4,0.0
330X830,2030,330,removed_duplicate,0.0,0.0,208,0.0
330X831,2031,330,removed_duplicate,0.0,0.0,208,0.0
330X833,2032,330,removed_duplicate,0.0,0.0,125,0.0
330X834,2033,330,removed_duplicate,0.0,0.0,125,0.0
330X836,2034,330,removed_duplicate,0.0,0.0,121,0.0
330X837,2035,330,removed_duplicate,0.0,0.0,121,0.0
330X838,2036,330,removed_constant,0.0,1.0,1,0.0
330X840,2037,330,removed_duplicate,0.0,0.0,185,0.0
330X841,2038,330,removed_duplicate,0.0,0.0,185,0.0
330X843,2039,330,removed_duplicate,0.0,0.0,92,0.0
330X844,2040,330,removed_duplicate,0.0,0.0,92,0.0
330X846,2041,330,removed_duplicate,0.0,0.0,95,0.0
330X847,2042,330,removed_duplicate,0.0,0.0,95,0.0
330X848,2043,330,removed_constant,0.0,1.0,1,0.0
330X850,2044,330,removed_duplicate,0.0,0.0,217,0.0
330X851,2045,330,removed_duplicate,0.0,0.0,217,0.0
330X853,2046,330,removed_duplicate,0.0,0.0,108,0.0
330X854,2047,330,removed_duplicate,0.0,0.0,108,0.0
330X856,2048,330,removed_duplicate,0.0,0.0,113,0.0
330X857,2049,330,removed_duplicate,0.0,0.0,113,0.0
330X858,2050,330,kept_numeric,0.0,0.44625,4,0.0
330X860,2051,330,removed_duplicate,0.0,0.0,254,0.0
330X861,2052,330,removed_duplicate,0.0,0.0,254,0.0
330X863,2053,330,removed_duplicate,0.0,0.0,133,0.0
330X864,2054,330,removed_duplicate,0.0,0.0,133,0.0
330X866,2055,330,removed_duplicate,0.0,0.0,135,0.0
330X867,2056,330,removed_duplicate,0.0,0.0,135,0.0
330X868,2057,330,removed_duplicate,0.0,0.0,621,0.0
330X870,2058,330,removed_duplicate,0.0,0.44625,9,0.0
330X871,2059,330,removed_duplicate,0.0,0.44625,9,0.0
330X873,2060,330,removed_duplicate,0.0,0.44625,5,0.0
330X874,2061,330,removed_duplicate,0.0,0.44625,5,0.0
330X876,2062,330,removed_duplicate,0.0,0.44625,4,0.0
330X877,2063,330,removed_duplicate,0.0,0.44625,4,0.0
330X878,2064,330,kept_numeric,0.0,0.0,563,0.0
330X879,2065,330,removed_constant,0.0,0.0,1,0.0
330X881,2066,330,removed_duplicate,0.0,0.0,87,0.0
330X882,2067,330,removed_duplicate,0.0,0.0,87,0.0
330X884,2068,330,removed_duplicate,0.0,0.0,30,0.0
330X885,2069,330,removed_duplicate,0.0,0.0,30,0.0
330X887,2070,330,removed_duplicate,0.0,0.0,36,0.0
330X888,2071,330,removed_duplicate,0.0,0.0,36,0.0
330X889,2072,330,kept_numeric,0.0,0.0,563,0.0
330X890,2073,330,kept_numeric,0.0,0.0,11,0.0
330X891,2074,330,removed_duplicate,0.0,0.0,60,0.0
330X893,2075,330,kept_numeric,0.0,0.0,66,0.0
330X895,2076,330,kept_numeric,0.0,0.0,27,0.0
330X897,2077,330,kept_numeric,0.0,0.0,28,0.0
330X898,2078,330,removed_duplicate,0.0,0.0,495,0.0
330X900,2079,330,kept_numeric,0.0,0.0,39,0.0
330X902,2080,330,kept_numeric,0.0,0.0,17,0.0
330X904,2081,330,kept_numeric,0.0,0.0,17,0.0
330X906,2082,330,removed_duplicate,0.0,0.0,2,0.0
330X907,2083,330,removed_duplicate,0.0,0.0,2,0.0
330X908,2084,330,removed_duplicate,0.0,0.0,76,0.0
330X910,2085,330,kept_numeric,0.0,0.0,58,0.0
330X911,2086,330,removed_duplicate,0.0,0.0,58,0.0
330X913,2087,330,kept_numeric,0.0,0.0,26,0.0
330X914,2088,330,removed_duplicate,0.0,0.0,26,0.0
330X916,2089,330,kept_numeric,0.0,0.0,26,0.0
330X917,2090,330,removed_duplicate,0.0,0.0,26,0.0
330X918,2091,330,removed_duplicate,0.0,0.0,152,0.0
330X920,2092,330,kept_numeric,0.0,0.0,135,0.0
330X921,2093,330,removed_duplicate,0.0,0.0,135,0.0
330X923,2094,330,kept_numeric,0.0,0.0,64,0.0
330X924,2095,330,removed_duplicate,0.0,0.0,64,0.0
330X926,2096,330,kept_numeric,0.0,0.0,68,0.0
330X927,2097,330,removed_duplicate,0.0,0.0,68,0.0
330X928,2098,330,removed_duplicate,0.0,0.0,71,0.0
330X930,2099,330,kept_numeric,0.0,0.0,66,0.0
330X931,2100,330,removed_duplicate,0.0,0.0,66,0.0
330X933,2101,330,kept_numeric,0.0,0.0,36,0.0
330X934,2102,330,removed_duplicate,0.0,0.0,36,0.0
330X936,2103,330,kept_numeric,0.0,0.0,38,0.0
330X937,2104,330,removed_duplicate,0.0,0.0,38,0.0
330X938,2105,330,removed_duplicate,0.0,0.0,67,0.0
330X940,2106,330,kept_numeric,0.0,0.0,171,0.0
330X941,2107,330,removed_duplicate,0.0,0.0,171,0.0
330X943,2108,330,kept_numeric,0.0,0.0,75,0.0
330X944,2109,330,removed_duplicate,0.0,0.0,75,0.0
330X946,2110,330,kept_numeric,0.0,0.0,83,0.0
330X947,2111,330,removed_duplicate,0.0,0.0,83,0.0
330X948,2112,330,removed_duplicate,0.0,0.0,160,0.0
330X950,2113,330,kept_numeric,0.0,0.0,63,0.0
330X951,2114,330,removed_duplicate,0.0,0.0,63,0.0
330X953,2115,330,kept_numeric,0.0,0.0,30,0.0
330X954,2116,330,removed_duplicate,0.0,0.0,30,0.0
330X956,2117,330,kept_numeric,0.0,0.0,32,0.0
330X957,2118,330,removed_duplicate,0.0,0.0,32,0.0
330X958,2119,330,removed_duplicate,0.0,0.0,78,0.0
330X960,2120,330,kept_numeric,0.0,0.0,274,0.0
330X961,2121,330,removed_duplicate,0.0,0.0,274,0.0
330X963,2122,330,kept_numeric,0.0,0.0,144,0.0
330X964,2123,330,removed_duplicate,0.0,0.0,144,0.0
330X966,2124,330,kept_numeric,0.0,0.0,156,0.0
330X967,2125,330,removed_duplicate,0.0,0.0,156,0.0
330X968,2126,330,removed_duplicate,0.0,0.0,365,0.0
330X970,2127,330,kept_numeric,0.0,0.0,65,0.0
330X971,2128,330,removed_duplicate,0.0,0.0,65,0.0
330X973,2129,330,kept_numeric,0.0,0.0,34,0.0
330X974,2130,330,removed_duplicate,0.0,0.0,34,0.0
330X976,2131,330,kept_numeric,0.0,0.0,33,0.0
330X977,2132,330,removed_duplicate,0.0,0.0,33,0.0
330X978,2133,330,removed_duplicate,0.0,0.0,355,0.0
330X980,2134,330,kept_numeric,0.0,0.0,285,0.0
330X981,2135,330,removed_duplicate,0.0,0.0,285,0.0
330X983,2136,330,kept_numeric,0.0,0.0,160,0.0
330X984,2137,330,removed_duplicate,0.0,0.0,160,0.0
330X986,2138,330,kept_numeric,0.0,0.0,162,0.0
330X987,2139,330,removed_duplicate,0.0,0.0,162,0.0
330X988,2140,330,removed_duplicate,0.0,0.0,102,0.0
330X990,2141,330,kept_numeric,0.0,0.0,68,0.0
330X991,2142,330,removed_duplicate,0.0,0.0,68,0.0
330X993,2143,330,kept_numeric,0.0,0.0,30,0.0
330X994,2144,330,removed_duplicate,0.0,0.0,30,0.0
330X996,2145,330,kept_numeric,0.0,0.0,30,0.0
330X997,2146,330,removed_duplicate,0.0,0.0,30,0.0
