fold,seed,feature
2,244,420X189
2,244,311X28
2,244,344X110
2,244,311X70
2,244,420X1
2,244,311X74
2,244,420X66
2,244,210X184
2,244,210X190
2,244,344X150
2,244,344X15
2,244,311X103
2,244,210X222
2,244,311X109
2,244,311X1
2,244,311X136
2,244,344X194
2,244,420X99
2,244,420X67
2,244,311X146
2,244,520X68
2,244,420X38
2,244,311X30
2,244,311X107
2,244,311X205
2,244,311X207
2,244,420X157
2,244,210X62
2,244,340X59
2,244,210X156
2,244,311X203
2,244,311X204
2,244,210X41
2,244,311X119
2,244,520X67
2,244,210X185
2,244,210X143
2,244,210X144
2,244,520X178
2,244,311X75
2,244,210X44
2,244,210X118
2,244,420X71
2,244,330X355
2,244,330X345
2,244,311X31
2,244,420X31
2,244,210X7
2,244,420X96
2,244,311X128
2,244,311X212
2,244,420X187
2,244,210X206
2,244,330X375
2,244,420X156
2,244,330X59
2,244,520X77
2,244,520X31
2,244,210X53
2,244,420X92
2,244,210X168
2,244,210X120
2,244,210X137
2,244,420X141
2,244,420X94
2,244,420X139
2,244,400X198
2,244,420X70
2,244,520X129
2,244,420X97
2,244,210X83
2,244,420X34
2,244,312X286
2,244,420X160
2,244,311X154
2,244,210X81
2,244,311X27
2,244,360X984
2,244,330X21
2,244,311X208
2,244,210X122
2,244,210X117
2,244,750X155
2,244,210X138
2,244,420X228
2,244,520X113
2,244,210X134
2,244,311X209
2,244,420X100
2,244,750X185
2,244,520X47
2,244,312X154
2,244,340X140
2,244,420X115
2,244,344X158
2,244,311X76
2,244,330X365
2,244,312X153
2,244,400X118
2,244,340X61
2,244,344X149
2,244,330X1147
2,244,311X130
2,244,750X1105
2,244,520X22
2,244,420X210
2,244,311X112
2,244,210X56
2,244,330X335
2,244,312X155
2,244,520X134
2,244,520X107
2,244,330X398
2,244,210X207
2,244,520X124
2,244,420X69
2,244,520X38
2,244,210X26
2,244,330X1253
2,244,330X236
2,244,ERROR:#N/A_11
2,244,420X212
2,244,520X69
2,244,520X59
2,244,330X133
2,244,520X144
2,244,210X169
2,244,400X188
2,244,520X103
2,244,311X4
2,244,340X139
2,244,312X220
2,244,310X176
2,244,420X209
2,244,210X54
2,244,520X114
2,244,520X24
2,244,520X345
2,244,520X111
2,244,520X89
2,244,420X93
2,244,340X134
2,244,520X112
2,244,210X142
2,244,520X96
2,244,210X131
2,244,220X70
2,244,420X118
2,244,750X294
2,244,520X117
2,244,520X353
2,244,420X205
2,244,520X64
2,244,344X51
2,244,520X28
2,244,330X460
2,244,520X143
2,244,750X91
2,244,330X1229
2,244,520X39
2,244,330X1107
2,244,520X135
2,244,210X166
2,244,520X44
2,244,330X26
2,244,210X148
2,244,520X23
2,244,311X210
2,244,220X54
2,244,520X49
2,244,750X637
2,244,420X98
2,244,750X1116
2,244,520X7
2,244,520X26
2,244,420X37
2,244,210X150
2,244,210X64
2,244,360X1278
2,244,420X138
2,244,330X630
2,244,520X1
2,244,520X106
2,244,360X1152
2,244,330X1100
2,244,420X202
2,244,520X94
2,244,520X36
2,244,520X351
2,244,520X98
2,244,330X425
2,244,420X68
2,244,330X318
2,244,520X86
2,244,520X102
2,244,312X95
2,244,520X57
2,244,330X490
2,244,210X181
2,244,330X422
2,244,520X296
2,244,520X19
2,244,210X40
2,244,210X139
2,244,750X228
2,244,520X11
2,244,520X34
3,42,311X32
3,42,311X196
3,42,311X192
3,42,311X189
3,42,311X129
3,42,311X183
3,42,311X193
3,42,311X223
3,42,311X152
3,42,311X137
3,42,311X184
3,42,311X135
3,42,311X133
3,42,311X33
3,42,311X155
3,42,344X83
3,42,311X63
3,42,311X151
3,42,311X30
3,42,311X29
3,42,344X73
3,42,311X66
3,42,311X70
3,42,311X65
3,42,311X68
3,42,210X193
3,42,311X134
3,42,344X53
3,42,344X1
3,42,344X119
3,42,311X62
3,42,311X87
3,42,311X25
3,42,344X105
3,42,311X88
3,42,344X77
3,42,344X110
3,42,311X147
3,42,311X61
3,42,311X26
3,42,344X78
3,42,344X103
3,42,344X55
3,42,344X112
3,42,311X131
3,42,344X92
3,42,311X194
3,42,344X225
3,42,344X158
3,42,311X117
3,42,311X127
3,42,344X159
3,42,311X200
3,42,344X85
3,42,311X69
3,42,ERROR:#N/A_9
3,42,ERROR:#N/A_16
3,42,344X154
3,42,311X90
3,42,311X86
3,42,311X136
3,42,311X92
3,42,311X83
3,42,311X190
3,42,311X82
3,42,311X85
3,42,344X114
3,42,311X191
3,42,311X89
3,42,344X190
3,42,344X71
3,42,311X71
3,42,311X188
3,42,311X142
3,42,311X11
3,42,311X182
3,42,311X80
3,42,750X91
3,42,311X94
3,42,311X187
3,42,311X84
3,42,311X81
3,42,344X172
3,42,344X5
3,42,210X187
3,42,344X48
3,42,311X9
3,42,344X87
3,42,750X785
3,42,311X10
3,42,311X12
3,42,344X20
3,42,210X26
3,42,420X68
3,42,311X103
3,42,311X146
3,42,311X73
3,42,ERROR:#N/A_14
3,42,210X185
3,42,210X184
3,42,311X211
3,42,420X141
3,42,344X150
3,42,311X104
3,42,420X70
3,42,311X91
3,42,420X36
3,42,420X38
3,42,311X74
3,42,311X95
3,42,311X197
3,42,420X189
3,42,311X28
3,42,750X1391
3,42,420X115
3,42,311X8
3,42,311X75
3,42,344X186
3,42,420X71
3,42,420X35
3,42,750X582
3,42,311X107
3,42,344X176
3,42,420X69
3,42,420X67
3,42,420X96
3,42,750X541
3,42,750X25
3,42,420X37
3,42,ERROR:#N/A_8
3,42,750X1116
3,42,420X188
3,42,344X221
3,42,311X1
3,42,210X36
3,42,311X209
3,42,420X31
3,42,311X208
3,42,750X765
3,42,420X99
3,42,420X34
3,42,210X206
3,42,311X149
3,42,420X134
3,42,311X210
3,42,210X212
3,42,210X159
3,42,210X122
3,42,311X205
3,42,210X167
3,42,311X207
3,42,312X699
3,42,311X203
3,42,311X212
3,42,210X188
3,42,312X520
3,42,330X335
3,42,220X54
3,42,420X66
3,42,210X3
3,42,210X74
3,42,311X204
3,42,330X126
3,42,311X130
3,42,220X3
3,42,340X59
3,42,750X1083
3,42,210X190
3,42,210X169
3,42,210X15
3,42,344X185
3,42,420X97
3,42,311X115
3,42,344X194
3,42,210X119
3,42,520X68
3,42,210X222
3,42,420X94
3,42,ERROR:#N/A_4
3,42,210X217
3,42,312X436
3,42,210X174
3,42,344X212
3,42,210X84
3,42,420X93
3,42,210X16
3,42,311X76
3,42,210X218
3,42,312X478
3,42,750X696
3,42,420X92
3,42,210X8
3,42,750X475
3,42,210X14
3,42,311X109
3,42,344X208
3,42,344X13
3,42,210X62
3,42,210X41
3,42,210X135
3,42,210X46
3,42,340X140
3,42,210X157
3,42,ERROR:#N/A_11
3,42,420X100
3,42,344X15
3,42,311X27
3,42,210X161
3,42,220X70
3,42,210X128
3,42,220X163
3,42,210X82
3,42,311X72
3,42,750X1190
3,42,420X228
3,42,210X32
3,42,210X145
3,42,210X136
3,42,210X154
3,42,420X91
3,42,311X4
3,42,420X157
3,42,210X149
3,42,210X220
3,42,210X55
3,42,ERROR:#N/A_25
3,42,311X154
3,42,420X114
3,42,210X11
3,42,520X98
3,42,210X47
3,42,210X129
3,42,330X345
3,42,312X7
3,42,520X67
3,42,750X1212
3,42,210X163
3,42,210X133
3,42,311X93
3,42,312X6
3,42,210X224
3,42,210X221
3,42,750X47
3,42,344X10
3,42,344X262
3,42,210X121
3,42,210X34
3,42,210X177
3,42,311X112
3,42,210X51
3,42,210X58
3,42,312X375
3,42,312X175
3,42,210X151
3,42,420X90
3,42,330X365
3,42,330X432
3,42,420X202
3,42,210X25
3,42,520X47
3,42,210X137
3,42,344X149
3,42,311X106
3,42,420X98
3,42,420X140
3,42,360X3
3,42,360X1278
3,42,312X22
3,42,420X187
3,42,330X313
3,42,210X94
3,42,330X803
3,42,420X132
3,42,330X348
3,42,420X208
3,42,340X8
3,42,210X211
3,42,311X53
3,42,750X155
3,42,210X64
3,42,312X676
3,42,420X200
3,42,420X85
3,42,520X87
3,42,210X131
3,42,330X246
3,42,400X202
3,42,420X95
3,42,312X38
3,42,360X414
3,42,311X113
3,42,520X66
3,42,330X490
3,42,520X351
3,42,210X192
3,42,520X1
3,42,420X199
3,42,210X44
3,42,210X28
3,42,330X328
3,42,340X138
3,42,330X325
3,42,520X143
3,42,520X113
3,42,520X179
3,42,210X49
3,42,420X138
3,42,360X508
3,42,520X111
3,42,330X435
3,42,520X144
3,42,520X99
3,42,360X582
3,42,330X806
3,42,520X134
3,42,520X353
3,42,311X111
3,42,330X315
3,42,520X79
3,42,520X43
3,143,311X193
3,143,311X32
3,143,311X192
3,143,311X129
3,143,311X33
3,143,311X223
3,143,311X196
3,143,311X135
3,143,311X29
3,143,311X184
3,143,311X133
3,143,311X183
3,143,311X63
3,143,311X189
3,143,311X61
3,143,344X53
3,143,311X66
3,143,311X62
3,143,311X152
3,143,344X78
3,143,210X193
3,143,344X1
3,143,311X30
3,143,311X65
3,143,311X151
3,143,344X73
3,143,311X134
3,143,311X68
3,143,311X137
3,143,311X88
3,143,344X85
3,143,311X147
3,143,344X83
3,143,344X172
3,143,311X87
3,143,311X26
3,143,311X127
3,143,344X159
3,143,311X117
3,143,311X25
3,143,311X70
3,143,344X110
3,143,311X131
3,143,344X92
3,143,344X71
3,143,311X136
3,143,311X146
3,143,344X77
3,143,344X19
3,143,344X5
3,143,344X55
3,143,311X90
3,143,311X155
3,143,311X194
3,143,344X112
3,143,311X67
3,143,344X158
3,143,344X154
3,143,311X86
3,143,344X105
3,143,344X225
3,143,311X71
3,143,344X103
3,143,344X190
3,143,311X69
3,143,344X119
3,143,311X83
3,143,311X190
3,143,344X186
3,143,311X187
3,143,344X48
3,143,311X82
3,143,311X191
3,143,311X94
3,143,311X11
3,143,311X80
3,143,ERROR:#N/A_14
3,143,311X188
3,143,311X89
3,143,311X81
3,143,311X182
3,143,311X85
3,143,311X73
3,143,ERROR:#N/A_16
3,143,311X12
3,143,311X95
3,143,750X185
3,143,311X9
3,143,210X206
3,143,311X92
3,143,344X150
3,143,750X1116
3,143,311X103
3,143,ERROR:#N/A_9
3,143,311X8
3,143,311X10
3,143,311X119
3,143,420X35
3,143,311X107
3,143,311X209
3,143,420X68
3,143,420X38
3,143,420X71
3,143,344X221
3,143,420X188
3,143,311X197
3,143,420X36
3,143,311X74
3,143,311X104
3,143,311X84
3,143,210X117
3,143,344X185
3,143,312X699
3,143,210X185
3,143,311X142
3,143,210X54
3,143,420X34
3,143,420X189
3,143,210X36
3,143,311X28
3,143,420X141
3,143,344X20
3,143,420X99
3,143,420X37
3,143,210X184
3,143,210X201
3,143,340X59
3,143,344X87
3,143,311X1
3,143,750X582
3,143,210X14
3,143,420X31
3,143,311X93
3,143,210X47
3,143,210X177
3,143,420X66
3,143,311X210
3,143,210X159
3,143,420X67
3,143,750X1083
3,143,210X53
3,143,210X43
3,143,312X478
3,143,420X115
3,143,210X123
3,143,420X70
3,143,344X176
3,143,311X91
3,143,311X128
3,143,420X134
3,143,210X190
3,143,311X205
3,143,750X1190
3,143,311X207
3,143,311X203
3,143,750X228
3,143,420X135
3,143,210X218
3,143,ERROR:#N/A_8
3,143,344X208
3,143,210X220
3,143,210X16
3,143,312X520
3,143,311X195
3,143,311X109
3,143,750X1212
3,143,210X211
3,143,750X475
3,143,420X97
3,143,520X68
3,143,420X156
3,143,312X389
3,143,420X69
3,143,311X204
3,143,330X412
3,143,311X75
3,143,420X91
3,143,220X3
3,143,210X133
3,143,210X174
3,143,210X137
3,143,311X72
3,143,330X432
3,143,311X211
3,143,210X179
3,143,311X130
3,143,210X167
3,143,210X26
3,143,750X25
3,143,311X76
3,143,210X224
3,143,210X222
3,143,210X217
3,143,ERROR:#N/A_11
3,143,312X27
3,143,311X208
3,143,340X13
3,143,ERROR:#N/A_4
3,143,750X91
3,143,210X56
3,143,420X30
3,143,ERROR:#N/A (#3)
3,143,210X151
3,143,210X51
3,143,210X41
3,143,344X13
3,143,210X45
3,143,344X194
3,143,420X228
3,143,220X54
3,143,344X10
3,143,220X163
3,143,420X92
3,143,210X119
3,143,311X116
3,143,400X120
3,143,210X135
3,143,210X40
3,143,420X200
3,143,750X785
3,143,210X169
3,143,360X455
3,143,311X115
3,143,210X121
3,143,312X7
3,143,210X15
3,143,312X18
3,143,210X154
3,143,311X27
3,143,420X187
3,143,210X163
3,143,311X154
3,143,344X15
3,143,210X145
3,143,420X140
3,143,210X34
3,143,420X205
3,143,312X383
3,143,311X212
3,143,420X96
3,143,420X94
3,143,312X209
3,143,210X3
3,143,344X90
3,143,330X365
3,143,210X187
3,143,520X76
3,143,420X93
3,143,420X98
3,143,750X765
3,143,520X67
3,143,330X119
3,143,344X6
3,143,210X82
3,143,344X114
3,143,420X202
3,143,311X113
3,143,750X327
3,143,360X414
3,143,420X118
3,143,312X175
3,143,311X106
3,143,344X149
3,143,312X676
3,143,520X77
3,143,210X11
3,143,344X262
3,143,330X331
3,143,210X139
3,143,330X189
3,143,520X13
3,143,210X131
3,143,330X256
3,143,330X378
3,143,340X11
3,143,210X160
3,143,210X65
3,143,312X436
3,143,210X62
3,143,340X140
3,143,312X277
3,143,210X203
3,143,312X374
3,143,210X149
3,143,520X38
3,143,420X74
3,143,340X138
3,143,520X134
3,143,330X236
3,143,520X246
3,143,750X1364
3,143,210X84
3,143,344X212
3,143,210X221
3,143,312X283
3,143,360X582
3,143,520X178
3,143,312X286
3,143,311X112
3,143,210X94
3,143,520X97
3,143,220X187
3,143,210X25
3,143,210X157
3,143,360X403
3,143,420X212
3,143,210X207
3,143,520X129
3,143,420X1
3,143,520X1
3,143,520X144
3,143,210X32
3,143,220X70
3,143,520X289
3,143,330X415
3,143,210X122
3,143,420X100
3,143,311X148
3,143,312X47
3,143,520X11
3,244,311X189
3,244,311X193
3,244,311X32
3,244,311X192
3,244,311X183
3,244,311X129
3,244,311X223
3,244,311X184
3,244,311X196
3,244,311X152
3,244,311X68
3,244,311X133
3,244,311X137
3,244,344X73
3,244,311X29
3,244,311X65
3,244,344X53
3,244,311X63
3,244,311X30
3,244,311X70
3,244,344X71
3,244,344X48
3,244,311X33
3,244,311X134
3,244,344X55
3,244,311X87
3,244,311X151
3,244,311X61
3,244,210X193
3,244,311X62
3,244,311X88
3,244,311X127
3,244,311X66
3,244,311X147
3,244,344X77
3,244,344X1
3,244,311X26
3,244,311X131
3,244,311X25
3,244,311X155
3,244,344X85
3,244,311X146
3,244,344X105
3,244,311X136
3,244,344X159
3,244,311X135
3,244,ERROR:#N/A_9
3,244,344X87
3,244,344X190
3,244,344X112
3,244,344X103
3,244,311X117
3,244,344X119
3,244,344X5
3,244,311X194
3,244,344X225
3,244,311X86
3,244,344X154
3,244,311X69
3,244,344X114
3,244,311X82
3,244,311X200
3,244,344X92
3,244,344X78
3,244,311X142
3,244,311X92
3,244,311X191
3,244,311X90
3,244,311X187
3,244,311X94
3,244,311X11
3,244,750X475
3,244,311X71
3,244,344X83
3,244,311X84
3,244,ERROR:#N/A_16
3,244,311X80
3,244,311X85
3,244,311X188
3,244,311X190
3,244,311X83
3,244,311X182
3,244,311X89
3,244,311X9
3,244,420X38
3,244,311X81
3,244,311X67
3,244,344X158
3,244,210X185
3,244,344X186
3,244,311X73
3,244,311X8
3,244,344X110
3,244,344X19
3,244,311X103
3,244,311X12
3,244,311X93
3,244,311X91
3,244,420X35
3,244,ERROR:#N/A_14
3,244,420X36
3,244,210X207
3,244,344X185
3,244,210X184
3,244,420X67
3,244,311X107
3,244,311X197
3,244,750X91
3,244,311X209
3,244,311X104
3,244,750X1116
3,244,344X221
3,244,420X188
3,244,420X34
3,244,420X141
3,244,750X25
3,244,520X43
3,244,210X117
3,244,420X68
3,244,311X28
3,244,420X66
3,244,330X422
3,244,311X195
3,244,210X177
3,244,344X20
3,244,311X10
3,244,344X176
3,244,344X150
3,244,311X1
3,244,311X74
3,244,420X69
3,244,311X115
3,244,210X14
3,244,420X70
3,244,311X128
3,244,420X99
3,244,311X75
3,244,420X189
3,244,420X96
3,244,420X31
3,244,311X211
3,244,420X228
3,244,210X25
3,244,210X28
3,244,420X135
3,244,750X785
3,244,420X71
3,244,520X178
3,244,750X1190
3,244,750X1212
3,244,210X206
3,244,312X520
3,244,311X207
3,244,311X205
3,244,210X224
3,244,420X37
3,244,311X109
3,244,420X94
3,244,210X131
3,244,420X157
3,244,210X129
3,244,210X3
3,244,311X130
3,244,210X36
3,244,344X208
3,244,311X203
3,244,210X44
3,244,420X140
3,244,210X201
3,244,311X204
3,244,330X806
3,244,210X218
3,244,312X389
3,244,210X47
3,244,210X167
3,244,420X97
3,244,210X187
3,244,210X123
3,244,420X134
3,244,210X179
3,244,210X45
3,244,210X220
3,244,210X174
3,244,420X1
3,244,220X3
3,244,210X41
3,244,210X222
3,244,312X478
3,244,360X414
3,244,ERROR:#N/A_4
3,244,220X70
3,244,210X133
3,244,210X217
3,244,420X160
3,244,344X194
3,244,210X159
3,244,420X115
3,244,330X412
3,244,210X42
3,244,210X84
3,244,210X58
3,244,312X37
3,244,210X15
3,244,311X208
3,244,520X124
3,244,210X169
3,244,210X51
3,244,210X149
3,244,210X151
3,244,750X1364
3,244,210X32
3,244,420X92
3,244,ERROR:#N/A_11
3,244,330X348
3,244,210X157
3,244,210X82
3,244,420X123
3,244,312X22
3,244,210X137
3,244,420X156
3,244,210X135
3,244,220X54
3,244,311X154
3,244,220X163
3,244,210X121
3,244,344X10
3,244,312X175
3,244,420X200
3,244,330X341
3,244,344X212
3,244,311X27
3,244,210X136
3,244,210X16
3,244,220X169
3,244,330X800
3,244,312X349
3,244,420X118
3,244,210X202
3,244,312X7
3,244,311X72
3,244,210X145
3,244,750X702
3,244,420X30
3,244,210X163
3,244,210X221
3,244,344X13
3,244,420X98
3,244,210X11
3,244,420X202
3,244,330X355
3,244,311X119
3,244,344X149
3,244,750X1105
3,244,520X77
3,244,420X89
3,244,210X119
3,244,344X15
3,244,311X76
3,244,312X27
3,244,360X425
3,244,311X106
3,244,360X455
3,244,420X93
3,244,210X43
3,244,210X64
3,244,340X140
3,244,340X59
3,244,312X699
3,244,311X148
3,244,420X90
3,244,210X26
3,244,330X236
3,244,520X47
3,244,220X187
3,244,311X4
3,244,520X107
3,244,520X67
3,244,210X54
3,244,420X212
3,244,330X395
3,244,210X49
3,244,210X46
3,244,210X34
3,244,312X36
3,244,750X541
3,244,210X219
3,244,ERROR:#N/A_8
3,244,210X8
3,244,420X86
3,244,311X113
3,244,311X210
3,244,312X682
3,244,311X149
3,244,520X1
3,244,750X47
3,244,420X197
3,244,210X74
3,244,520X128
3,244,330X432
3,244,520X89
3,244,750X696
3,244,210X211
3,244,520X98
3,244,420X159
3,244,330X378
3,244,420X187
3,244,360X1278
3,244,420X199
3,244,312X387
3,244,520X144
3,244,520X59
3,244,312X436
3,244,520X239
3,244,520X34
3,244,330X375
3,244,520X13
3,244,520X246
3,244,420X198
3,244,210X94
3,244,420X201
