ID,Tool,missing_rate,zero_rate,row_index,fold,y_true,y_pred,residual,absolute_residual,squared_error,relative_error
NH1156,N,0.0018573551263001485,0.03937592867756315,166,5,2.598219439394167,2.6868534088134766,-0.08863396941930946,0.08863396941930946,0.007855980535023083,0.03411335011793397
NH1157,N,0.001114413075780089,0.03863298662704309,167,2,2.775934757576249,2.7032554149627686,0.07267934261348064,0.07267934261348064,0.0052822868427277025,0.02618193472130193
NH1158,N,0.030089153046062408,0.03863298662704309,168,1,2.71284021212125,2.943674087524414,-0.23083387540316425,0.23083387540316425,0.05328427803364356,0.08508937399692382
NH1159,N,0.002600297176820208,0.03417533432392273,169,3,2.3614148964647224,2.4577770233154297,-0.09636212685070733,0.09636212685070733,0.009285659491191811,0.04080694459704239
NH1160,L,0.0014858841010401188,0.043462109955423475,170,5,2.563641179292777,2.6805522441864014,-0.11691106489362424,0.11691106489362424,0.013668197094561218,0.045603521209559635
NH1161,M,0.0007429420505200594,0.04271916790490342,171,4,3.0850511969702774,3.047642707824707,0.03740848914557038,0.03740848914557038,0.001399395060154257,0.012125727178302856
NH1162,N,0.0014858841010401188,0.03231797919762259,172,3,2.377519378788334,2.4711883068084717,-0.09366892802013771,0.09366892802013771,0.008773868076441739,0.03939775585250339
NH1163,M,0.0,0.04011887072808321,173,3,2.9036894772724997,2.8828344345092773,0.020855042763222364,0.020855042763222364,0.0004349328086558335,0.007182256548590998
NH1164,M,0.0003714710252600297,0.04234769687964339,174,1,2.7416257196975,2.78043532371521,-0.038809604017710164,0.038809604017710164,0.001506185364011465,0.01415569008521634
NH1165,M,0.002600297176820208,0.04420505200594354,175,3,2.902701965909583,2.9723689556121826,-0.06966698970259966,0.06966698970259966,0.004853489454222127,0.024000738112548523
NH1166,L,0.029346210995542348,0.03677563150074294,176,2,2.8122027689391667,2.8018150329589844,0.010387735980182278,0.010387735980182278,0.00010790505879397346,0.0036938076069447504
NH1167,N,0.029717682020802376,0.033060921248142645,177,2,2.7599964242424995,2.912271022796631,-0.1522745985541314,0.1522745985541314,0.023187553364821874,0.05517202747676351
NH1168,L,0.029717682020802376,0.033060921248142645,178,2,2.6533689318191667,2.6710190773010254,-0.017650145481858726,0.017650145481858726,0.000311527635530778,0.0066519756337657205
NH1169,M,0.029717682020802376,0.04086181277860327,179,3,3.2295151969700013,3.1118946075439453,0.11762058942605602,0.11762058942605602,0.013834603056932841,0.03642050965927446
NH1170,L,0.029717682020802376,0.04011887072808321,180,4,2.942394416667917,2.9167771339416504,0.0256172827262664,0.0256172827262664,0.0006562451742774669,0.008706270845656278
NH1171,L,0.030089153046062408,0.03528974739970282,181,2,3.0900070151504173,3.083167314529419,0.006839700620998368,0.006839700620998368,4.678150458488546e-05,0.00221349032136848
NH1172,L,0.029346210995542348,0.03231797919762259,182,2,2.7757624659091675,2.77793025970459,-0.0021677937954223125,0.0021677937954223125,4.699329939471475e-06,0.0007809723713918355
NH1173,L,0.030460624071322436,0.03937592867756315,183,4,2.8191184810608334,2.883915424346924,-0.06479694328609042,0.06479694328609042,0.004198643859220819,0.022984824412801683
NH1174,L,0.030089153046062408,0.03566121842496285,184,3,2.7429639583337497,2.766418933868408,-0.023454975534658473,0.023454975534658473,0.0005501358773314275,0.008550960162414223
NH1176,L,0.001114413075780089,0.04717682020802377,185,3,2.963629511363333,2.940969705581665,0.02265980578166804,0.02265980578166804,0.0005134667980629164,0.007645964414504834
NH1177,M,0.001114413075780089,0.05609212481426449,186,4,3.127391098485834,3.116114616394043,0.011276482091790996,0.011276482091790996,0.00012715904836648303,0.0036057153508069527
NH1178,L,0.04717682020802377,0.03900445765230312,187,5,2.9360859280312503,2.9764528274536133,-0.040366899422362934,0.040366899422362934,0.001629486568975165,0.013748541565817394
NH1179,N,0.045319465081723624,0.03268945022288262,188,3,2.7739959431808336,2.969942569732666,-0.19594662655183237,0.19594662655183237,0.038395080457043256,0.07063695497949335
NH1182,M,0.029717682020802376,0.05274888558692422,189,5,2.8417227840908326,2.9280929565429688,-0.08637017245213618,0.08637017245213618,0.007459806689411744,0.030393595369556308
NH1183,M,0.030832095096582468,0.046805349182763745,190,4,3.3534207499999997,3.200718402862549,0.1527023471374509,0.1527023471374509,0.02331800682128656,0.0455362921987661
NH1184,M,0.031575037147102525,0.04977711738484398,191,5,3.0837863863637507,2.961683988571167,0.1221023977925837,0.1221023977925837,0.014908995546698348,0.03959495973277229
NH1185,M,0.029346210995542348,0.04940564635958395,192,1,3.0111420492420833,2.9525349140167236,0.05860713522535965,0.05860713522535965,0.0034347962993235923,0.019463424264588195
NH1186,L,0.02897473997028232,0.041976225854383355,193,2,3.1685883068179166,2.9497106075286865,0.21887769928923007,0.21887769928923007,0.04790744724614662,0.06907735499061123
NH1187,N,0.0007429420505200594,0.03714710252600297,194,4,2.7213495416662496,2.667560338973999,0.053789202692250626,0.053789202692250626,0.002893278326268022,0.019765635346974345
NH1188,N,0.0003714710252600297,0.03937592867756315,195,3,2.6928653446966666,2.7199208736419678,-0.027055528945301166,0.027055528945301166,0.0007320016465100292,0.010047115426166526
NH1189,N,0.001114413075780089,0.03863298662704309,196,2,2.6151665757570832,2.6464476585388184,-0.03128108278173514,0.03128108278173514,0.0009785061399977665,0.011961411204816806
NH1190,M,0.001114413075780089,0.0475482912332838,197,4,2.93180026515125,2.929408311843872,0.0023919533073777366,0.0023919533073777366,5.721440624675293e-06,0.0008158650286681522
NH1193,M,0.029346210995542348,0.05386329866270431,198,1,2.980213986741667,2.9167332649230957,0.06348072181857134,0.06348072181857134,0.004029802042606839,0.021300726089120498
NH1194,L,0.030089153046062408,0.04420505200594354,199,1,2.8314966515154163,2.8561811447143555,-0.024684493198939172,0.024684493198939172,0.0006093242044884743,0.008717825318888976
NH1195,M,0.02897473997028232,0.046805349182763745,200,5,2.7425498750008326,2.679673194885254,0.06287668011557868,0.06287668011557868,0.0039534769023568065,0.022926357944734427
NH1200,L,0.045319465081723624,0.03789004457652303,201,5,2.57877350000125,2.824389696121216,-0.24561619611996566,0.24561619611996566,0.06032731579644143,0.09524535447558746
NH1201,N,0.044947994056463596,0.03566121842496285,202,4,2.749707674242501,2.7737607955932617,-0.024053121350760875,0.024053121350760875,0.0005785526467144287,0.008747519445818315
NH1202,N,0.0007429420505200594,0.04717682020802377,203,3,2.629675180343189,2.625009059906006,0.004666120437183174,0.004666120437183174,2.1772679934298498e-05,0.0017744094297503473
NH1203,M,0.0003714710252600297,0.04977711738484398,204,1,2.5988320479797227,2.6610074043273926,-0.06217535634766991,0.06217535634766991,0.0038657749369597366,0.023924345705979653
NH1204,L,0.0003714710252600297,0.04791976225854384,205,5,2.3574198009824325,2.8407890796661377,-0.48336927868370516,0.48336927868370516,0.23364585957520542,0.20504166397603876
NH1205,N,0.0007429420505200594,0.04940564635958395,206,5,2.572338515151667,2.684650182723999,-0.11231166757233213,0.11231166757233213,0.01261391067287804,0.04366130931475264
NH1206,L,0.0003714710252600297,0.046433878157503716,207,4,2.687268465907917,2.632143974304199,0.05512449160371791,0.05512449160371791,0.003038709574568366,0.020513205994501595
NH1207,M,0.0003714710252600297,0.05089153046062407,208,1,2.6291659810591668,2.7428455352783203,-0.11367955421915354,0.11367955421915354,0.01292304104746547,0.04323787658826857
NH1219,M,0.046433878157503716,0.041976225854383355,209,1,2.9587360151520823,2.9388668537139893,0.01986916143809303,0.01986916143809303,0.0003947835762530031,0.006715422172283598
NH1220,L,0.0007429420505200594,0.04309063893016345,210,1,2.9672830025250003,2.8991174697875977,0.06816553273740267,0.06816553273740267,0.004646539853373915,0.022972373271903775
NH1221,N,0.0007429420505200594,0.041604754829123326,211,1,2.643035222221944,2.699681282043457,-0.05664605982151283,0.05664605982151283,0.00320877609330241,0.02143220012553228
NH1222,M,0.0014858841010401188,0.044947994056463596,212,2,3.0194293863636106,2.879526376724243,0.13990300963936741,0.13990300963936741,0.019572852106152932,0.046334254502242385
NH1223,L,0.0003714710252600297,0.05163447251114413,213,2,3.0404031515145826,2.929738998413086,0.11066415310149669,0.11066415310149669,0.012246554781671498,0.036397855016803524
NH1225,L,0.0014858841010401188,0.05237741456166419,214,5,2.8717347196962506,2.833343982696533,0.0383907369997174,0.0383907369997174,0.0014738486873814706,0.01336848307623787
NH1226,N,0.0007429420505200594,0.03900445765230312,215,1,2.5619430681829165,2.621976613998413,-0.06003354581549658,0.06003354581549658,0.003604026623181327,0.023432818067285366
NH1227,L,0.0007429420505200594,0.04977711738484398,216,5,2.976135439395,2.9729814529418945,0.003153986453105606,0.003153986453105606,9.947630546373681e-06,0.0010597590456923897
NH1228,N,0.0003714710252600297,0.037518573551263,217,5,2.5142494621208336,2.685600996017456,-0.1713515338966225,0.1713515338966225,0.02936134816872537,0.06815216090451699
NH1229,N,0.0018573551263001485,0.04569093610698365,218,1,3.0191763598487498,3.0227224826812744,-0.0035461228325246452,0.0035461228325246452,1.2574987143352613e-05,0.0011745331871574137
NH1231,M,0.0014858841010401188,0.046805349182763745,219,4,2.6904530774407402,2.9987919330596924,-0.30833885561895213,0.30833885561895213,0.09507284988440501,0.1146048069762811
NH1236,N,0.0,0.03789004457652303,220,2,2.8226209318179167,2.8092527389526367,0.013368192865280015,0.013368192865280015,0.00017870858048332352,0.004736092159801798
NH1237,M,0.0007429420505200594,0.056835066864784546,221,3,2.6849211477270836,2.5659496784210205,0.11897146930606306,0.11897146930606306,0.014154210508843504,0.04431097330613746
NH1239,N,0.001114413075780089,0.046805349182763745,222,3,2.676292512626111,2.795707941055298,-0.11941542842918684,0.11941542842918684,0.014260044546926245,0.044619722196198155
NH1240,M,0.0,0.046805349182763745,223,2,3.0709346388886116,2.9945127964019775,0.07642184248663408,0.07642184248663408,0.00584029800905191,0.0248855320848726
NH1241,N,0.0003714710252600297,0.044947994056463596,224,4,2.9817649848483327,2.9590365886688232,0.022728396179509502,0.022728396179509502,0.0005165799928927422,0.007622463975194195
NH1242,M,0.0007429420505200594,0.04977711738484398,225,4,3.08223808712125,2.9389610290527344,0.14327705806851565,0.14327705806851565,0.020528315368768806,0.046484747128112715
NH1243,L,0.0014858841010401188,0.038261515601783064,226,4,2.6136988535347228,2.578537940979004,0.03516091255571885,0.03516091255571885,0.0012362897717509073,0.013452549251477217
NH1244,L,0.0014858841010401188,0.04011887072808321,227,2,2.6863285833333332,2.7282392978668213,-0.04191071453348805,0.04191071453348805,0.0017565079927075262,0.015601484789871646
NH1245,M,0.002228826151560178,0.05274888558692422,228,3,2.769121068182084,2.715092897415161,0.05402817076692301,0.05402817076692301,0.0029190432364197944,0.01951094568876064
NH1246,N,0.0,0.03677563150074294,229,4,2.3859403901512497,2.5078604221343994,-0.12192003198314971,0.12192003198314971,0.01486449419877225,0.0510993621158196
NH1247,N,0.0,0.036404160475482915,230,5,2.536356874999166,2.5418331623077393,-0.005476287308573191,0.005476287308573191,2.9989722686039806e-05,0.002159115447258514
NH1248,L,0.0003714710252600297,0.04606240713224369,231,1,2.837624732323611,2.866450309753418,-0.02882557742980696,0.02882557742980696,0.0008309139141617964,0.010158347261863886
NH1249,N,0.0003714710252600297,0.04457652303120357,232,4,2.5249590732322225,2.7353177070617676,-0.21035863382954512,0.21035863382954512,0.04425075482663264,0.08331170039923849
NH1250,M,0.002228826151560178,0.04903417533432392,233,4,2.5162415555561113,2.6048998832702637,-0.08865832771415239,0.08865832771415239,0.00786029907307004,0.03523442632856562
NH1252,L,0.029717682020802376,0.033432392273402674,234,2,3.126440696969666,2.935360908508301,0.1910797884613653,0.1910797884613653,0.03651148555844012,0.06111735579904336
NH1253,N,0.11181277860326895,0.034918276374442794,235,1,2.8340224621213883,2.7670071125030518,0.06701534961833655,0.06701534961833655,0.004491057084467881,0.02364672493391214
NH1254,M,0.0014858841010401188,0.04903417533432392,236,3,3.004899825757777,2.9816129207611084,0.02328690499666841,0.02328690499666841,0.0005422799443238602,0.00774964436319875
NH1255,L,0.0003714710252600297,0.04049034175334324,237,3,2.7242681792936114,2.726473808288574,-0.002205628994962794,0.002205628994962794,4.864799263420584e-06,0.0008096225664295254
NH1256,M,0.0007429420505200594,0.04791976225854384,238,3,2.8328890353527774,2.784303665161133,0.04858537019164455,0.04858537019164455,0.0023605381966591427,0.0171504670974792
NH1257,M,0.0007429420505200594,0.04791976225854384,239,2,2.831951083332778,2.7455873489379883,0.08636373439478984,0.08636373439478984,0.007458694618613805,0.03049619568044314
NH1258,L,0.0003714710252600297,0.03231797919762259,240,5,2.654602325757222,2.626237630844116,0.028364694913106003,0.028364694913106003,0.0008045559175135816,0.010685101356944046
NH1259,N,0.0003714710252600297,0.03900445765230312,241,5,3.1357789444447226,2.9459116458892822,0.18986729855544038,0.18986729855544038,0.03604959106074073,0.06054868723822021
NH1260,N,0.0007429420505200594,0.0475482912332838,242,5,2.6399200227275,2.7161617279052734,-0.07624170517777351,0.07624170517777351,0.005812797608414536,0.028880308691690434
NH1261,N,0.0018573551263001485,0.041604754829123326,243,5,2.472241170454583,2.4877874851226807,-0.01554631466809786,0.01554631466809786,0.00024168789975951468,0.0062883487476397765
NH1262,N,0.0018573551263001485,0.046805349182763745,244,1,2.4691630643929168,2.512225389480591,-0.04306232508767405,0.04306232508767405,0.0018543638419565216,0.01744004910353872
NH1263,N,0.0003714710252600297,0.04420505200594354,245,3,2.296183890152083,2.412773847579956,-0.11658995742787326,0.11658995742787326,0.013593218173033298,0.05077553149286332
NH1264,N,0.002228826151560178,0.03974739970282318,246,4,2.4585983143933334,2.538426399230957,-0.0798280848376236,0.0798280848376236,0.006372523128842831,0.03246894149819221
NH1265,N,0.0018573551263001485,0.048291233283803865,247,2,2.7016733560620825,2.6360270977020264,0.06564625836005611,0.06564625836005611,0.0043094312366752366,0.024298369827993115
NH1266,N,0.0003714710252600297,0.04309063893016345,248,2,2.468450204545833,2.5235276222229004,-0.05507741767706742,0.05507741767706742,0.003033521937974139,0.022312549621465314
NH1267,N,0.0007429420505200594,0.04234769687964339,249,3,2.5241426553024997,2.5448124408721924,-0.020669785569692678,0.020669785569692678,0.00042724003549707567,0.008188834147809831
NH1268,N,0.0007429420505200594,0.050148588410104014,250,1,2.5759929696966672,2.566683292388916,0.00930967730775123,0.00930967730775123,8.667009157445818e-05,0.003614015029258354
NH1269,N,0.0003714710252600297,0.043833580980683504,251,5,2.5378497500000003,2.593921184539795,-0.056071434539794573,0.056071434539794573,0.003144005771350468,0.02209407177858834
NH1271,N,0.0007429420505200594,0.048291233283803865,252,5,2.506554670455417,2.5061228275299072,0.0004318429255096845,0.0004318429255096845,1.864883123127629e-07,0.0001722854604368356
NH1272,M,0.0007429420505200594,0.05609212481426449,253,4,2.941386454545417,2.6928484439849854,0.24853801056043157,0.24853801056043157,0.061771142693337194,0.08449689097339572
NH1273,M,0.0007429420505200594,0.05572065378900446,254,1,2.850796257575001,2.9180753231048584,-0.06727906552985718,0.06727906552985718,0.004526472658570817,0.023600096061254055
NH1277,M,0.0007429420505200594,0.04977711738484398,255,4,2.7712728068183337,2.8464152812957764,-0.07514247447744271,0.07514247447744271,0.005646391470593129,0.027114787938790408
NH1278,N,0.001114413075780089,0.048662704309063894,256,3,2.7603419734845835,2.7666573524475098,-0.006315378962926221,0.006315378962926221,3.988401144537107e-05,0.002287897305329732
NH1279,L,0.0003714710252600297,0.03714710252600297,257,3,2.854402593433611,2.9059462547302246,-0.051543661296613585,0.051543661296613585,0.002656749019860021,0.018057600359237605
NH1280,N,0.002600297176820208,0.037518573551263,258,4,2.643564111111388,2.7790470123291016,-0.13548290121771345,0.13548290121771345,0.0183556165223687,0.05125009098444125
NH1281,M,0.0014858841010401188,0.050148588410104014,259,2,2.4853121843427775,2.5863354206085205,-0.10102323626574305,0.10102323626574305,0.010205694265604142,0.04064810726883281
NH1282,N,0.0018573551263001485,0.04271916790490342,260,1,2.623553575758333,2.586944103240967,0.036609472517366015,0.036609472517366015,0.0013402534779997776,0.013954154721910021
NH1283,N,0.0003714710252600297,0.04903417533432392,261,3,2.453483984847917,2.514249086380005,-0.06076510153208803,0.06076510153208803,0.0036923975642049666,0.024766862921189958
NH1284,N,0.0003714710252600297,0.03603268945022288,262,4,2.4937691704554164,2.544196128845215,-0.05042695838979849,0.05042695838979849,0.0025428781324464684,0.020221181249333198
NH1285,N,0.0014858841010401188,0.05200594353640416,263,3,2.531765268939167,2.61659574508667,-0.08483047614750294,0.08483047614750294,0.007196209683412066,0.03350645385186684
NH1286,N,0.001114413075780089,0.0412332838038633,264,2,2.569353840909167,2.5305087566375732,0.038845084271593944,0.038845084271593944,0.0015089405720672352,0.0151186199631552
NH1287,N,0.0007429420505200594,0.03937592867756315,265,1,2.4672966704549997,2.5274834632873535,-0.06018679283235384,0.06018679283235384,0.00362245003144468,0.02439382079708731
NH1288,M,0.02786032689450223,0.048291233283803865,266,1,2.745617397727917,2.6676712036132812,0.07794619411463577,0.07794619411463577,0.00607560917695648,0.028389313885871445
NH1289,L,0.02711738484398217,0.0475482912332838,267,4,2.8609133787891667,2.745323896408081,0.11558948238108568,0.11558948238108568,0.013360928437127318,0.040402999698637004
NH1290,L,0.02711738484398217,0.04271916790490342,268,3,2.6928882613641667,2.6491153240203857,0.04377293734378096,0.04377293734378096,0.0019160700437025736,0.016255014354583784
NH1291,M,0.029346210995542348,0.05163447251114413,269,5,2.8228221780299996,2.5857250690460205,0.23709710898397907,0.23709710898397907,0.05621503908856085,0.08399293119815332
NH1292,N,0.0014858841010401188,0.04049034175334324,270,5,2.6127516944444453,2.513202667236328,0.0995490272081172,0.0995490272081172,0.009910008818082459,0.03810122003547161
NH1293,M,0.0007429420505200594,0.0512630014858841,271,3,2.493363959596666,2.605384349822998,-0.11202039022633192,0.11202039022633192,0.01254856782645968,0.04492741213938447
NH1294,L,0.0003714710252600297,0.04234769687964339,272,3,2.7839180277775006,2.8257334232330322,-0.04181539545553159,0.04181539545553159,0.0017485272971024919,0.015020340052504803
NH1295,N,0.0007429420505200594,0.03789004457652303,273,5,2.5581307499999992,2.5183374881744385,0.039793261825560755,0.039793261825560755,0.0015835036867176309,0.015555601223880057
NH1296,N,0.0007429420505200594,0.03603268945022288,274,3,2.6449486590916664,2.6174325942993164,0.027516064792350026,0.027516064792350026,0.0007571338216568047,0.010403251003665698
NH1297,M,0.0007429420505200594,0.046805349182763745,275,1,2.486670829545,2.6385796070098877,-0.15190877746488773,0.15190877746488773,0.023076276670876784,0.061089218428086935
NH1298,N,0.002600297176820208,0.030832095096582468,276,5,2.6032306893933335,2.5320048332214355,0.07122585617189792,0.07122585617189792,0.005073122587419888,0.027360562574064187
NH1299,M,0.0003714710252600297,0.048291233283803865,277,3,2.55315451894,2.5235188007354736,0.029635718204526373,0.029635718204526373,0.0008782757934980959,0.011607491040855102
NH1300,M,0.0007429420505200594,0.03937592867756315,278,3,2.615341871212083,2.5112998485565186,0.10404202265556428,0.10404202265556428,0.010824742478260952,0.03978142353041827
NH1301,L,0.001114413075780089,0.04086181277860327,279,4,2.7468906780295828,2.753512144088745,-0.006621466059162362,0.006621466059162362,4.384381277263914e-05,0.002410531337166175
NH1302,N,0.0,0.03789004457652303,280,3,3.014583128788751,2.7735753059387207,0.24100782285003008,0.24100782285003008,0.05808477067491148,0.07994731362634085
NH1303,N,0.02897473997028232,0.03900445765230312,281,1,2.4516604166666665,2.551450252532959,-0.09978983586629253,0.09978983586629253,0.009958011342221603,0.04070295999717953
NH1306,N,0.0,0.03789004457652303,282,4,2.5635624797980565,2.5944769382476807,-0.03091445844962415,0.03091445844962415,0.000955703741233538,0.01205917885490638
NH1309,N,0.001114413075780089,0.04049034175334324,283,4,2.57859885606,2.6160671710968018,-0.03746831503680159,0.03746831503680159,0.0014038746316970122,0.014530493934227987
NH1310,N,0.0003714710252600297,0.03789004457652303,284,3,2.8150244583333346,2.6921286582946777,0.12289580003865685,0.12289580003865685,0.01510337766714153,0.04365709849333777
NH1311,N,0.04420505200594354,0.03789004457652303,285,2,2.6374902689395836,2.607396125793457,0.030094143146126573,0.030094143146126573,0.000905657451699557,0.011410143764516965
NH1312,N,0.002228826151560178,0.03863298662704309,286,1,2.9368905568179167,2.9055895805358887,0.03130097628202799,0.03130097628202799,0.000979751116208079,0.010657862687240052
NH1314,N,0.045319465081723624,0.04011887072808321,287,3,2.688623280302917,2.6227991580963135,0.06582412220660361,0.06582412220660361,0.0043328150642698866,0.024482463827793295
NH1316,M,0.0003714710252600297,0.056835066864784546,288,5,2.5534413068183337,2.710789680480957,-0.15734837366262333,0.15734837366262333,0.024758510694272536,0.06162208359455993
NH1317,M,0.0,0.057206537890044575,289,3,2.550327037878333,2.561460018157959,-0.011132980279625837,0.011132980279625837,0.00012394324990653777,0.004365314767192844
NH1318,M,0.001114413075780089,0.05460624071322437,290,2,2.7490894924241664,2.657379150390625,0.09171034203354145,0.09171034203354145,0.00841078683590916,0.03336026065584255
NH1319,N,0.0014858841010401188,0.043833580980683504,291,2,2.64879105681875,2.7330734729766846,-0.08428241615793475,0.08428241615793475,0.0071035256734193,0.03181920142056345
NH1321,M,0.0003714710252600297,0.04234769687964339,292,2,2.472396916666667,2.7955565452575684,-0.3231596285909015,0.3231596285909015,0.10443214555100942,0.13070701812169416
NH1322,L,0.0007429420505200594,0.0475482912332838,293,4,2.8165363030316675,2.79697322845459,0.01956307457707762,0.01956307457707762,0.0003827138869083008,0.00694579173576188
NH1322,L,0.0007429420505200594,0.0475482912332838,294,1,2.8165363030316675,2.8052592277526855,0.011277075278981918,0.011277075278981918,0.00012717242684782512,0.004003880676716106
NH1323,N,0.001114413075780089,0.041976225854383355,295,5,2.5266099848475,2.5653703212738037,-0.03876033642630361,0.03876033642630361,0.0015023636798802385,0.015340846691313834
NH1323,N,0.001114413075780089,0.041976225854383355,296,1,2.5266099848475,2.5464565753936768,-0.019846590546176657,0.019846590546176657,0.00039388715630758866,0.007855027354911167
NH1324,M,0.0014858841010401188,0.04977711738484398,297,4,2.9338776060612504,2.922581434249878,0.011296171811372435,0.011296171811372435,0.0001276034975920452,0.003850253258019774
NH1324,M,0.0018573551263001485,0.04977711738484398,298,3,2.9338776060612504,2.9122722148895264,0.021605391171723998,0.021605391171723998,0.0004667929276832093,0.007364107871126229
NH1325,L,0.001114413075780089,0.038261515601783064,299,2,2.6817118977270833,2.520622968673706,0.16108892905337724,0.16108892905337724,0.025949643063564006,0.06006943892438632
NH1326,M,0.0007429420505200594,0.0475482912332838,300,2,2.5767791515150003,2.5621097087860107,0.014669442728989512,0.014669442728989512,0.00021519254997910328,0.005692937526430629
NH1327,L,0.0007429420505200594,0.03789004457652303,301,4,2.477386280302916,2.7006161212921143,-0.22322984098919818,0.22322984098919818,0.049831561908062705,0.09010699815525466
NH1328,M,0.0014858841010401188,0.04940564635958395,302,1,2.4199650151525,2.6310582160949707,-0.21109320094247064,0.21109320094247064,0.04456033948413829,0.08722985647339238
NH1329,L,0.02674591381872214,0.04271916790490342,303,4,2.662665681819167,2.6114182472229004,0.05124743459626657,0.05124743459626657,0.00262629955269862,0.01924666507934801
NH1330,N,0.029346210995542348,0.04606240713224369,304,3,2.744171212121249,2.7283241748809814,0.015847037240267703,0.015847037240267703,0.00025112858929443143,0.005774799025025899
NH1331,N,0.0014858841010401188,0.0412332838038633,305,3,2.491312761364167,2.5993757247924805,-0.10806296342831345,0.10806296342831345,0.01167760406490901,0.043375912131200296
NH1334,N,0.0014858841010401188,0.04234769687964339,306,1,2.5767567424237505,2.5800650119781494,-0.0033082695543988905,0.0033082695543988905,1.0944647444562634e-05,0.001283888967837057
NH1335,N,0.003714710252600297,0.044947994056463596,307,3,3.0797070101005546,2.8361313343048096,0.24357567579574502,0.24357567579574502,0.05932910983935388,0.07909053523494529
NH1336,M,0.001114413075780089,0.04606240713224369,308,5,2.6871744873736114,2.6254849433898926,0.06168954398371884,0.06168954398371884,0.0038055998369191817,0.0229570295020142
NH1337,L,0.001114413075780089,0.03789004457652303,309,2,2.9226101060613896,2.9104719161987305,0.012138189862659132,0.012138189862659132,0.0001473356531419609,0.004153201905885703
NH1338,M,0.045319465081723624,0.043833580980683504,310,3,2.9221314431825003,2.7733216285705566,0.14880981461194365,0.14880981461194365,0.022144360924841035,0.0509250926952908
NH1339,N,0.0018573551263001485,0.04271916790490342,311,2,2.6399382676763885,2.619312047958374,0.020626219718014482,0.020626219718014482,0.0004254409398558094,0.0078131447127214
NH1340,M,0.0003714710252600297,0.05163447251114413,312,3,2.7187097020208335,2.715228796005249,0.003480906015584484,0.003480906015584484,1.2116706689332248e-05,0.0012803522248056956
NH1341,L,0.001114413075780089,0.05089153046062407,313,5,2.8546977247477785,2.8963005542755127,-0.0416028295277342,0.0416028295277342,0.0017307954247137124,0.014573462250331728
NH1342,N,0.02711738484398217,0.04011887072808321,314,1,2.991576204545834,2.8371341228485107,0.1544420816973231,0.1544420816973231,0.023852356599002623,0.0516256552190079
NH1343,M,0.030089153046062408,0.05386329866270431,315,5,2.693697265150833,2.7215380668640137,-0.027840801713180596,0.027840801713180596,0.0007751102400326397,0.010335534758621555
NH1344,N,0.02674591381872214,0.03937592867756315,316,1,2.6682699621208332,2.550703287124634,0.11756667499619944,0.11756667499619944,0.013821923069661986,0.04406101206592654
NH1345,M,0.02786032689450223,0.05349182763744428,317,4,2.617128162878333,2.6696693897247314,-0.05254122684639828,0.05254122684639828,0.0027605805185246836,0.02007590900271122
NH1346,M,0.0274888558692422,0.04457652303120357,318,3,2.8472591401512504,2.6952593326568604,0.15199980749439002,0.15199980749439002,0.023103941478331624,0.05338460604125488
NH1347,N,0.02711738484398217,0.04420505200594354,319,2,2.7911444242425,2.6713552474975586,0.11978917674494127,0.11978917674494127,0.01434944686523078,0.04291758452356274
NH1348,N,0.0003714710252600297,0.034918276374442794,320,3,2.6559603181822227,2.595405101776123,0.06055521640609962,0.06055521640609962,0.0036669342339895566,0.022799744405639946
NH1349,M,0.0007429420505200594,0.05609212481426449,321,3,2.7990816994947227,2.6618974208831787,0.13718427861154403,0.13718427861154403,0.01881952629816974,0.049010458907383404
NH1350,L,0.0007429420505200594,0.041604754829123326,322,4,2.7984811085850003,2.8579893112182617,-0.0595082026332614,0.0595082026332614,0.0035412261806412985,0.021264464659305614
NH1352,N,0.0003714710252600297,0.04309063893016345,323,1,2.7900420984851406,3.033477306365967,-0.24343520788082618,0.24343520788082618,0.059260700435981056,0.08725144613872049
NH1353,L,0.0007429420505200594,0.04903417533432392,324,3,2.6507707045455557,2.7076644897460938,-0.056893785200538005,0.056893785200538005,0.003236902794444957,0.02146311074849091
NH1354,N,0.0007429420505200594,0.044947994056463596,325,4,2.5145562550505547,2.5400333404541016,-0.025477085403546873,0.025477085403546873,0.0006490818806596211,0.010131841493848198
NH1356,N,0.02786032689450223,0.04791976225854384,326,1,2.6516924090904164,2.7197415828704834,-0.06804917378006703,0.06804917378006703,0.004630690052149762,0.02566254424787662
NH1357,L,0.02786032689450223,0.046433878157503716,327,1,2.849412655302917,2.7985763549804688,0.050836300322448125,0.050836300322448125,0.002584329430474139,0.017840975131426146
NH1358,N,0.0274888558692422,0.041604754829123326,328,2,2.738566556817916,2.7160792350769043,0.022487321741011534,0.022487321741011534,0.00050567963908377,0.008211347533262994
NH1359,L,0.02711738484398217,0.0475482912332838,329,2,2.7056219431808333,2.681835889816284,0.023786053364549087,0.023786053364549087,0.000565776334661177,0.008791344047341845
NH1360,L,0.0,0.0475482912332838,330,5,2.920682946969167,2.846273899078369,0.07440904789079772,0.07440904789079772,0.005536706408015029,0.02547659203063706
NH1361,N,0.0007429420505200594,0.038261515601783064,331,2,2.670264651515,2.6273162364959717,0.04294841501902846,0.04294841501902846,0.0018445663526467098,0.016083954447977725
